geoid,complaints_count,Unnamed: 0,name,total_population,poc_percent,female_pop_percent,poverty_level_percent,over_65_percent,total_crashes,complaints_per_capita,crashes_per_capita
36081157101,377,2193.0,"Census Tract 1571.01, Queens, NY",8902.0,78.319478768816,49.9662997079308,4.381037968995732,29.01595147157942,310.0,0.04235003370029207,0.034823635138171195
36005032600,369,239.0,"Census Tract 326, Bronx, NY",3643.0,59.566291517979685,54.048860828987095,11.08976118583585,15.069997255009609,79.0,0.1012901454844908,0.021685424101015646
36005045600,362,346.0,"Census Tract 456, Bronx, NY",3637.0,75.36431124553204,56.695078361286775,2.9694803409403354,12.290349188891945,110.0,0.09953258179818532,0.030244707176244157
36005002800,361,15.0,"Census Tract 28, Bronx, NY",5372.0,91.3626209977662,59.27029039463887,2.848101265822785,17.31198808637379,236.0,0.06720029784065525,0.04393149664929263
36085022602,356,2300.0,"Census Tract 226.02, Richmond, NY",1323.0,3.401360544217687,66.89342403628117,32.19954648526077,11.64021164021164,227.0,0.2690854119425548,0.17157974300831444
36085017600,355,2279.0,"Census Tract 176, Richmond, NY",4963.0,9.611122305057425,52.10558130163208,3.84847874269595,15.252871247229498,66.0,0.07152931694539592,0.013298408220834173
36081063900,353,1946.0,"Census Tract 639, Queens, NY",3195.0,40.250391236306726,58.96713615023474,7.762128325508607,14.460093896713616,202.0,0.11048513302034428,0.06322378716744914
36081088400,353,2049.0,"Census Tract 884, Queens, NY",9187.0,23.54413845651464,49.49385000544248,5.507782736475455,22.433873952323932,451.0,0.03842385980189398,0.049091106999020355
36085025100,352,2309.0,"Census Tract 251, Richmond, NY",6002.0,30.306564478507163,49.216927690769744,2.032655781406198,17.16094635121626,115.0,0.058647117627457515,0.019160279906697768
36005014400,348,89.0,"Census Tract 144, Bronx, NY",5781.0,82.30409963674104,55.54402352534164,31.793807299775125,17.349939456841376,80.0,0.06019719771665802,0.013838436256702993
36085015601,346,2265.0,"Census Tract 156.01, Richmond, NY",6262.0,17.56627275630789,47.061641648035774,2.906419674225487,19.067390610028745,119.0,0.055253912488023,0.01900351325455126
36085011201,345,2238.0,"Census Tract 112.01, Richmond, NY",5846.0,24.016421484775915,53.21587410195005,3.061922682175847,16.19911050290797,76.0,0.05901471091344509,0.013000342114266164
36061003300,345,1200.0,"Census Tract 33, New York, NY",5647.0,17.46059854790154,49.33593058261024,1.4166814237648309,8.429254471400744,534.0,0.061094386399858334,0.09456348503630246
36085022601,344,2299.0,"Census Tract 226.01, Richmond, NY",6946.0,6.320184278721566,52.77857759861791,4.146271235243305,11.992513676936364,83.0,0.049524906420961703,0.011949323351569249
36085011203,341,2239.0,"Census Tract 112.03, Richmond, NY",6622.0,40.75807913017216,53.20144971307762,9.438236182422228,18.680157052250077,97.0,0.05149501661129568,0.014648142555119299
36005019400,341,126.0,"Census Tract 194, Bronx, NY",2162.0,64.75485661424607,49.6299722479186,17.34505087881591,16.04995374653099,122.0,0.15772432932469935,0.056429232192414434
36081157902,336,2196.0,"Census Tract 1579.02, Queens, NY",4218.0,77.78568041725937,49.83404457088668,3.0820293978188715,24.751066856330013,113.0,0.07965860597439545,0.02678994784257942
36005004400,335,26.0,"Census Tract 44, Bronx, NY",4551.0,89.7824653922215,55.064820918479455,48.648648648648646,13.601406284333114,179.0,0.07361019556141507,0.03933201494177104
36005000400,334,2.0,"Census Tract 4, Bronx, NY",6000.0,69.85,49.766666666666666,4.0,15.55,101.0,0.05566666666666667,0.016833333333333332
36047002200,333,378.0,"Census Tract 22, Kings, NY",4083.0,47.31814842027921,51.236835660053885,25.397991672789612,17.34019103600294,194.0,0.08155767817781043,0.04751408278226794
36005028400,331,214.0,"Census Tract 284, Bronx, NY",544.0,45.77205882352941,50.18382352941177,15.808823529411764,52.5735294117647,166.0,0.6084558823529411,0.30514705882352944
36081094202,331,2069.0,"Census Tract 942.02, Queens, NY",6057.0,59.22073633812119,53.37625887403005,22.23873204556711,7.495459798580155,177.0,0.054647515271586594,0.02922238732045567
36085015603,328,2267.0,"Census Tract 156.03, Richmond, NY",4903.0,14.950030593514176,52.78400978992454,9.851111564348358,14.501325718947584,29.0,0.06689781766265551,0.005914746073832348
36085017009,328,2271.0,"Census Tract 170.09, Richmond, NY",5186.0,11.627458542229078,49.80717315850367,2.5645969919012725,19.899730042421904,41.0,0.06324720401079831,0.007905900501349789
36005016600,328,107.0,"Census Tract 166, Bronx, NY",2397.0,65.45682102628285,53.31664580725907,13.057989153108052,8.343763037129746,77.0,0.1368377138089278,0.03212348769294952
36085013800,327,2255.0,"Census Tract 138, Richmond, NY",6705.0,13.19910514541387,51.722595078299776,3.653989560029829,25.9358687546607,78.0,0.04876957494407159,0.011633109619686801
36005030000,324,225.0,"Census Tract 300, Bronx, NY",6612.0,57.66787658802178,44.38898971566848,10.541439806412583,15.411373260738053,81.0,0.04900181488203267,0.012250453720508167
36085013204,323,2251.0,"Census Tract 132.04, Richmond, NY",5246.0,15.135341212352268,48.856271444910405,7.987037743042318,18.452154022112087,99.0,0.0615707205489897,0.01887152115897827
36005009800,322,68.0,"Census Tract 98, Bronx, NY",4818.0,58.96637608966376,52.53217102532171,14.259028642590286,23.03860523038605,177.0,0.0668327106683271,0.036737235367372355
36081101700,321,2098.0,"Census Tract 1017, Queens, NY",6724.0,35.5145746579417,54.25342058298632,7.257584770969661,20.121951219512194,95.0,0.04773944080904224,0.01412849494348602
36005004200,320,24.0,"Census Tract 42, Bronx, NY",7803.0,75.41971036780726,56.209150326797385,23.490965013456364,10.726643598615915,268.0,0.04100986799948737,0.03434576444957068
36005029600,318,223.0,"Census Tract 296, Bronx, NY",1947.0,46.48176682074987,48.43348741653826,7.909604519774011,15.511042629686695,238.0,0.1633281972265023,0.12223934257832562
36085005000,317,2222.0,"Census Tract 50, Richmond, NY",4624.0,36.44031141868512,50.0,13.256920415224911,15.78719723183391,95.0,0.0685553633217993,0.020544982698961937
36085014604,315,2257.0,"Census Tract 146.04, Richmond, NY",7392.0,12.5,57.60281385281385,1.8533549783549783,21.252705627705627,129.0,0.04261363636363636,0.0174512987012987
36081096400,312,2074.0,"Census Tract 964, Queens, NY",7271.0,81.7356622197772,53.58272589740064,15.71998349608032,14.550955852014852,109.0,0.04291019117040297,0.0149910603768395
36081094201,311,2068.0,"Census Tract 942.01, Queens, NY",3343.0,58.03170804666468,52.078970984145975,23.930601256356567,10.409811546515106,62.0,0.09303021238408615,0.01854621597367634
36081133300,308,2159.0,"Census Tract 1333, Queens, NY",4115.0,49.161603888213854,42.13851761846902,3.207776427703524,19.44106925880924,70.0,0.07484811664641555,0.01701093560145808
36005015200,306,95.0,"Census Tract 152, Bronx, NY",2565.0,46.27680311890838,45.41910331384016,12.982456140350877,14.42495126705653,143.0,0.11929824561403508,0.055750487329434696
36047002100,305,377.0,"Census Tract 21, Kings, NY",5540.0,31.010830324909747,52.81588447653429,4.277978339350181,1.7689530685920578,123.0,0.055054151624548735,0.02220216606498195
36085017701,305,2280.0,"Census Tract 177.01, Richmond, NY",3556.0,21.8503937007874,60.03937007874016,1.687289088863892,21.344206974128237,139.0,0.08577052868391451,0.0390888638920135
36005009200,304,64.0,"Census Tract 92, Bronx, NY",6122.0,84.28618098660569,48.61156484808886,22.5906566481542,10.846128716105849,320.0,0.049656974844821955,0.05227049983665469
36081104700,303,2104.0,"Census Tract 1047, Queens, NY",7009.0,69.79597660151234,53.50263946354687,12.041660721928949,16.62148666000856,86.0,0.043230132686545866,0.012269938650306749
36081095400,303,2073.0,"Census Tract 954, Queens, NY",6823.0,82.2365528359959,49.17191851091895,14.055400850065954,9.042942986955884,123.0,0.04440861791001026,0.018027260735746738
36085008100,298,2232.0,"Census Tract 81, Richmond, NY",4622.0,45.43487667676331,47.10082215491129,13.652098658589356,26.59022068368672,117.0,0.06447425356988316,0.02531371700562527
36081049900,298,1839.0,"Census Tract 499, Queens, NY",5705.0,81.17440841367221,52.63803680981595,9.500438212094654,11.183172655565292,79.0,0.05223488168273444,0.013847502191060474
36061003700,297,1204.0,"Census Tract 37, New York, NY",3338.0,28.340323547034156,59.7663271420012,4.613541042540444,18.394248052726184,505.0,0.0889754343918514,0.1512881965248652
36085016901,295,2268.0,"Census Tract 169.01, Richmond, NY",3870.0,19.01808785529716,47.05426356589148,4.573643410852713,13.72093023255814,195.0,0.07622739018087855,0.050387596899224806
36081157901,294,2195.0,"Census Tract 1579.01, Queens, NY",5825.0,79.02145922746782,57.06437768240343,14.300429184549357,26.678111587982837,119.0,0.05047210300429185,0.020429184549356223
36081063700,293,1944.0,"Census Tract 637, Queens, NY",3672.0,16.122004357298476,46.92265795206972,17.892156862745097,21.51416122004357,285.0,0.07979302832244009,0.07761437908496732
36005046203,292,349.0,"Census Tract 462.03, Bronx, NY",7733.0,82.61994051467735,54.015259278417176,9.51765162291478,38.19992241044873,144.0,0.037760248286564074,0.01862149230570283
36081069702,292,1982.0,"Census Tract 697.02, Queens, NY",4351.0,50.17237416685819,47.02367271891519,9.262238565846932,18.63939324293266,23.0,0.06711100896345668,0.005286141116984601
36005026602,291,202.0,"Census Tract 266.02, Bronx, NY",5033.0,44.92350486787205,52.81144446652096,18.67673355851381,22.92867077289887,103.0,0.05781839856944169,0.020464931452414067
36085029105,291,2319.0,"Census Tract 291.05, Richmond, NY",4593.0,24.31961680818637,55.58458523840627,7.184846505551927,16.438057914217286,166.0,0.06335728282168518,0.036141955149139995
36085018100,289,2282.0,"Census Tract 181, Richmond, NY",3268.0,14.473684210526317,53.51897184822521,6.64014687882497,39.840881272949815,207.0,0.08843329253365972,0.06334149326805386
36085020804,288,2294.0,"Census Tract 208.04, Richmond, NY",6055.0,12.766308835672998,48.224607762180014,3.352601156069364,20.23121387283237,85.0,0.04756399669694467,0.014037985136251032
36085029104,287,2318.0,"Census Tract 291.04, Richmond, NY",6819.0,35.885027130077724,57.17847191670333,6.701862443173486,23.757149142102943,163.0,0.042088282739404605,0.02390379821088136
36081094203,286,2070.0,"Census Tract 942.03, Queens, NY",6701.0,32.50261155051485,61.975824503805406,12.580211908670348,25.96627369049396,60.0,0.04268019698552455,0.008953887479480675
36081129102,284,2155.0,"Census Tract 1291.02, Queens, NY",4083.0,36.41929953465589,46.02008327210385,5.363703159441587,20.23022287533676,33.0,0.06955669850600049,0.008082292432035268
36085014700,284,2262.0,"Census Tract 147, Richmond, NY",3288.0,11.587591240875913,49.87834549878345,2.372262773722628,32.20802919708029,148.0,0.08637469586374696,0.045012165450121655
36047032700,282,652.0,"Census Tract 327, Kings, NY",2870.0,71.01045296167247,47.52613240418118,16.51567944250871,19.721254355400696,142.0,0.09825783972125436,0.049477351916376304
36005023800,276,177.0,"Census Tract 238, Bronx, NY",2480.0,71.53225806451613,49.91935483870968,16.25,6.57258064516129,115.0,0.11129032258064517,0.046370967741935484
36047012200,276,461.0,"Census Tract 122, Kings, NY",5762.0,84.91843110031239,44.776119402985074,30.2499132245748,8.434571329399514,147.0,0.04790003471017008,0.025511975008677544
36005012500,275,78.0,"Census Tract 125, Bronx, NY",4014.0,90.7324364723468,47.70802192326856,32.03786746387643,6.87593423019432,92.0,0.06851021425012456,0.0229197807673144
36085024401,274,2305.0,"Census Tract 244.01, Richmond, NY",5704.0,2.471949509116409,48.80785413744741,4.1199158485273495,14.200561009817672,68.0,0.048036465638148666,0.011921458625525946
36081031700,273,1724.0,"Census Tract 317, Queens, NY",5359.0,17.186042172047024,54.02127262548983,4.515767867139392,17.969770479567085,290.0,0.05094233998880388,0.05411457361448031
36047122000,273,1161.0,"Census Tract 1220, Kings, NY",6741.0,92.65687583444593,54.680314493398605,20.73876279483756,8.248034416258715,364.0,0.040498442367601244,0.05399792315680166
36061028700,272,1463.0,"Census Tract 287, New York, NY",4580.0,61.72489082969432,45.262008733624455,14.890829694323145,12.860262008733624,128.0,0.059388646288209605,0.02794759825327511
36081117500,272,2128.0,"Census Tract 1175, Queens, NY",4541.0,68.883505835719,53.64457168024664,8.302136093371503,15.745430521911471,83.0,0.059898700726712176,0.018277912354107025
36005040900,272,314.0,"Census Tract 409, Bronx, NY",3272.0,74.54156479217603,49.29706601466992,9.657701711491445,21.05745721271393,205.0,0.08312958435207823,0.06265281173594132
36085004700,272,2221.0,"Census Tract 47, Richmond, NY",3158.0,37.42875237492083,47.08676377454085,6.016466117796074,14.9461684610513,80.0,0.08613046231792273,0.0253324889170361
36061001501,271,1180.0,"Census Tract 15.01, New York, NY",7749.0,38.28881145954317,59.568976642147376,7.678410117434508,24.880629758678538,198.0,0.03497225448444961,0.025551684088269456
36085012100,267,2243.0,"Census Tract 121, Richmond, NY",3076.0,11.605981794538362,52.145643693107935,1.657997399219766,19.863459037711312,73.0,0.08680104031209362,0.023732119635890767
36085027900,267,2316.0,"Census Tract 279, Richmond, NY",2288.0,17.613636363636363,50.13111888111888,4.9825174825174825,33.95979020979021,170.0,0.11669580419580419,0.0743006993006993
36005013800,266,86.0,"Census Tract 138, Bronx, NY",3077.0,47.25381865453364,53.81865453363666,11.764705882352942,19.10952226194345,64.0,0.0864478388040299,0.020799480012999676
36005007400,266,51.0,"Census Tract 74, Bronx, NY",3078.0,79.98700454840805,55.00324886289798,29.337231968810915,25.860948667966213,30.0,0.08641975308641975,0.009746588693957114
36047000200,265,362.0,"Census Tract 2, Kings, NY",1160.0,52.75862068965517,49.310344827586206,29.224137931034484,10.0,132.0,0.22844827586206898,0.11379310344827587
36005024000,264,179.0,"Census Tract 240, Bronx, NY",4618.0,67.17193590298831,48.1810307492421,19.034213945430924,9.917713295799048,192.0,0.05716760502381984,0.04157644001732352
36005000200,264,1.0,"Census Tract 2, Bronx, NY",4453.0,72.26588816528184,44.39703570626544,22.77116550640018,18.54929261172244,78.0,0.0592858746912194,0.017516281158769367
36085003300,262,2214.0,"Census Tract 33, Richmond, NY",3758.0,42.496008515167645,53.08674827035657,5.907397551889303,12.187333688131986,139.0,0.06971793507184673,0.036987759446514105
36047048500,262,795.0,"Census Tract 485, Kings, NY",2329.0,38.51438385573207,44.86904250751395,23.100042936882783,5.195362816659511,320.0,0.11249463288965221,0.137398024903392
36005046208,262,354.0,"Census Tract 462.08, Bronx, NY",5879.0,90.2194250722912,60.16329307705392,13.09746555536656,18.01326756251063,227.0,0.0445654022792992,0.03861200884504167
36047005301,258,402.0,"Census Tract 53.01, Kings, NY",2334.0,26.520994001713795,47.47215081405313,11.139674378748929,12.724935732647817,109.0,0.11053984575835475,0.04670094258783205
36061000800,256,1172.0,"Census Tract 8, New York, NY",9189.0,86.86472956796169,46.40330830340625,28.817063880726955,28.88235934269235,129.0,0.02785939710523452,0.014038524322559582
36081092200,255,2060.0,"Census Tract 922, Queens, NY",2273.0,4.75142982842059,56.18125824901012,3.827540695116586,19.22569291684998,29.0,0.11218653761548614,0.012758468983721953
36005046209,255,355.0,"Census Tract 462.09, Bronx, NY",5039.0,91.94284580273865,54.117880531851554,35.344314348084936,5.616193689224052,195.0,0.050605278825163726,0.03869815439571343
36047114400,255,1125.0,"Census Tract 1144, Kings, NY",2849.0,79.22077922077922,56.26535626535627,34.643734643734646,10.67041067041067,441.0,0.08950508950508951,0.1547911547911548
36047001801,254,372.0,"Census Tract 18.01, Kings, NY",2021.0,52.10291934685799,0.8906481939633845,0.0,0.7916872835230084,156.0,0.1256803562592776,0.07718951014349332
36085000700,253,2203.0,"Census Tract 7, Richmond, NY",4578.0,58.86850152905199,60.17911751856706,18.610747051114025,12.800349497597203,107.0,0.05526430755788554,0.023372651813018785
36005024800,252,187.0,"Census Tract 248, Bronx, NY",3370.0,37.80415430267063,50.62314540059347,5.637982195845697,20.741839762611274,113.0,0.07477744807121661,0.03353115727002967
36061003100,251,1198.0,"Census Tract 31, New York, NY",2684.0,49.77645305514158,46.90760059612519,5.067064083457527,4.918032786885246,437.0,0.0935171385991058,0.1628166915052161
36085002900,250,2213.0,"Census Tract 29, Richmond, NY",4956.0,82.82889426957223,54.4592413236481,34.30185633575464,9.422921711057304,190.0,0.050443906376109765,0.03833736884584342
36085015100,250,2263.0,"Census Tract 151, Richmond, NY",6017.0,19.212232009306963,47.56523184311119,4.204753199268739,15.821838125311617,122.0,0.04154894465680572,0.02027588499252119
36005046205,250,351.0,"Census Tract 462.05, Bronx, NY",3053.0,89.87880773010154,59.77726826072716,11.627906976744184,35.538814281035044,313.0,0.08188666885031116,0.10252210940058959
36081067900,249,1972.0,"Census Tract 679, Queens, NY",4812.0,53.90689941812136,47.13216957605985,8.603491271820449,18.72402327514547,183.0,0.051745635910224436,0.038029925187032416
36005007200,249,49.0,"Census Tract 72, Bronx, NY",6430.0,87.93157076205287,50.43545878693624,15.038880248833593,14.603421461897357,227.0,0.038724727838258165,0.03530326594090202
36085013400,247,2254.0,"Census Tract 134, Richmond, NY",4225.0,29.01775147928994,54.248520710059175,26.130177514792894,18.272189349112427,174.0,0.05846153846153846,0.04118343195266272
36061001502,246,1181.0,"Census Tract 15.02, New York, NY",8133.0,31.55047338005656,49.90778310586499,6.565842862412394,3.3566949465142013,138.0,0.030247141276281815,0.016967908520841016
36047022700,246,557.0,"Census Tract 227, Kings, NY",4244.0,54.33553251649387,52.73327049952875,7.280867106503298,3.298774740810556,146.0,0.05796418473138549,0.03440150801131008
36061001800,245,1183.0,"Census Tract 18, New York, NY",7271.0,64.0214550955852,49.69055150598267,13.601980470361712,18.09929858341356,726.0,0.033695502681886945,0.09984871406959153
36061003900,245,1206.0,"Census Tract 39, New York, NY",6830.0,32.020497803806734,52.54758418740849,6.734992679355783,22.40117130307467,221.0,0.03587115666178624,0.032357247437774524
36061001300,244,1177.0,"Census Tract 13, New York, NY",4844.0,36.27167630057804,54.29397192402973,8.835672997522709,1.1560693641618498,337.0,0.05037159372419488,0.06957060280759703
36085027301,243,2310.0,"Census Tract 273.01, Richmond, NY",4034.0,35.42389687654933,55.77590480912246,8.304412493802678,22.905304908279625,210.0,0.06023797719385226,0.05205751115518096
36081102900,243,2099.0,"Census Tract 1029, Queens, NY",3931.0,28.923937929280083,47.061816331722206,4.6044263546171456,23.073009412363263,61.0,0.06181633172220809,0.015517679979648945
36005028600,241,216.0,"Census Tract 286, Bronx, NY",960.0,42.395833333333336,44.6875,15.416666666666666,33.333333333333336,56.0,0.25104166666666666,0.058333333333333334
36085000800,241,2204.0,"Census Tract 8, Richmond, NY",5751.0,41.50582507390019,53.26030255607721,8.311597982959485,15.892888193357678,142.0,0.04190575552077899,0.024691358024691357
36085007002,240,2228.0,"Census Tract 70.02, Richmond, NY",6761.0,27.614258245821624,47.6260908149682,10.279544446087856,14.1695015530247,85.0,0.03549770743972785,0.012572104718236948
36085013302,239,2253.0,"Census Tract 133.02, Richmond, NY",3846.0,71.81487259490379,61.0244409776391,25.975039001560063,6.188247529901196,222.0,0.06214248569942798,0.057722308892355696
36081127700,238,2153.0,"Census Tract 1277, Queens, NY",3331.0,25.728009606724708,49.26448513959772,0.720504353047133,17.95256679675773,176.0,0.07145001501050735,0.05283698589012309
36005031800,238,235.0,"Census Tract 318, Bronx, NY",2149.0,57.7012563983248,54.11819450907399,7.352256863657515,25.31409958120056,30.0,0.11074918566775244,0.013959981386691484
36085006700,236,2226.0,"Census Tract 67, Richmond, NY",2737.0,22.28717573986116,53.89112166605773,7.489952502740227,18.633540372670808,92.0,0.08622579466569237,0.03361344537815126
36005016200,236,103.0,"Census Tract 162, Bronx, NY",1712.0,47.72196261682243,48.71495327102804,6.308411214953271,23.1892523364486,47.0,0.1378504672897196,0.027453271028037383
36081092800,236,2062.0,"Census Tract 928, Queens, NY",3925.0,3.643312101910828,49.681528662420384,4.229299363057325,20.764331210191084,26.0,0.06012738853503185,0.006624203821656051
36081006202,234,1528.0,"Census Tract 62.02, Queens, NY",6739.0,44.96216055794629,51.52099718059059,14.631250927437303,17.613889301083248,395.0,0.03472325270811693,0.058614037691052084
36081029400,233,1715.0,"Census Tract 294, Queens, NY",7340.0,92.82016348773844,47.42506811989101,6.825613079019074,9.400544959128066,434.0,0.03174386920980926,0.05912806539509537
36085012200,233,2244.0,"Census Tract 122, Richmond, NY",3976.0,19.844064386317907,51.73541247484909,0.8048289738430584,16.725352112676056,165.0,0.05860160965794769,0.0414989939637827
36005026601,233,201.0,"Census Tract 266.01, Bronx, NY",3305.0,57.488653555219365,50.8018154311649,11.8910741301059,14.886535552193646,67.0,0.07049924357034795,0.02027231467473525
36005006800,232,45.0,"Census Tract 68, Bronx, NY",2765.0,96.74502712477396,53.09222423146474,31.573236889692584,18.119349005424954,110.0,0.08390596745027125,0.039783001808318265
36081093401,232,2064.0,"Census Tract 934.01, Queens, NY",4094.0,12.164142647777236,51.001465559355154,12.872496336101612,19.00341963849536,28.0,0.05666829506595017,0.006839276990718124
36005005002,231,30.0,"Census Tract 50.02, Bronx, NY",6393.0,94.54090411387456,50.94634756765212,38.99577663068982,7.914906929454091,91.0,0.03613327076489911,0.014234318786172376
36005021601,231,146.0,"Census Tract 216.01, Bronx, NY",4625.0,83.30810810810812,44.38918918918919,19.63243243243243,8.64864864864865,232.0,0.049945945945945945,0.05016216216216216
36085014605,230,2258.0,"Census Tract 146.05, Richmond, NY",4043.0,6.480336383873361,55.92381894632698,5.021023992085086,18.303240168191937,39.0,0.05688844917140737,0.00964630225080386
36081136700,230,2164.0,"Census Tract 1367, Queens, NY",6585.0,73.95596051632498,54.700075930144266,9.096431283219438,25.42141230068337,67.0,0.03492786636294609,0.010174639331814731
36061006700,229,1233.0,"Census Tract 67, New York, NY",5093.0,13.351659139996071,51.28607893186727,4.064402120557628,16.96446102493619,118.0,0.04496367563322207,0.023169055566463773
36081012301,228,1573.0,"Census Tract 123.01, Queens, NY",2960.0,22.533783783783782,53.817567567567565,8.513513513513514,9.12162162162162,77.0,0.07702702702702703,0.026013513513513515
36005021800,227,149.0,"Census Tract 218, Bronx, NY",6154.0,85.66785830354242,53.184920376990576,29.62300942476438,13.763405914852129,302.0,0.03688657783555411,0.04907377315567111
36061021100,227,1404.0,"Census Tract 211, New York, NY",10519.0,63.23795037551098,48.379123490826125,20.353645783819758,12.976518680482936,122.0,0.021579998098678582,0.011598060652153247
