geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
14000US36081062500,"Census Tract 625, Queens, NY",2388,406,1938,264,130,144,0,13,30,32,0,13,230,225,60,58,60,58,0,13
14000US36081062600,"Census Tract 626, Queens, NY",3106,450,44,34,2651,415,9,16,99,161,0,13,244,200,59,43,11,12,48,41
14000US36081062700,"Census Tract 627, Queens, NY",2861,574,2440,606,3,4,0,13,118,99,0,13,104,112,196,172,196,172,0,13
14000US36081062900,"Census Tract 629, Queens, NY",3494,476,2420,417,42,56,0,13,542,424,0,13,233,172,257,225,237,225,20,22
14000US36081063000,"Census Tract 630, Queens, NY",1629,271,32,28,1564,275,0,13,25,39,0,13,0,13,8,11,7,11,1,3
14000US36081063200,"Census Tract 632, Queens, NY",2596,388,31,29,2414,396,0,13,0,13,0,13,114,103,37,50,0,13,37,50
14000US36081063301,"Census Tract 633.01, Queens, NY",1562,276,1292,189,88,89,0,13,44,72,0,13,138,127,0,13,0,13,0,13
14000US36081063302,"Census Tract 633.02, Queens, NY",1857,539,1123,256,8,14,0,13,13,20,0,13,421,520,292,255,273,256,19,29
14000US36081063500,"Census Tract 635, Queens, NY",2617,550,1977,567,19,17,11,19,63,39,0,13,396,177,151,107,143,105,8,12
14000US36081063700,"Census Tract 637, Queens, NY",3672,659,3080,573,9,17,0,13,344,260,0,13,11,17,228,191,66,59,162,183
14000US36081063800,"Census Tract 638, Queens, NY",3487,630,264,124,2969,650,0,13,32,39,0,13,123,104,99,69,56,45,43,61
14000US36081063900,"Census Tract 639, Queens, NY",3195,789,1909,365,344,453,0,13,213,194,0,13,600,699,129,162,13,23,116,159
14000US36081064101,"Census Tract 641.01, Queens, NY",2537,351,1694,308,5,9,6,8,388,229,0,13,311,180,133,88,87,64,46,38
14000US36081064102,"Census Tract 641.02, Queens, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36081064500,"Census Tract 645, Queens, NY",2001,394,950,187,81,90,27,41,419,106,0,13,294,219,230,168,171,163,59,41
14000US36081064600,"Census Tract 646, Queens, NY",3528,468,59,46,3232,454,0,13,28,42,0,13,122,97,87,75,19,24,68,70
14000US36081065000,"Census Tract 650, Queens, NY",2915,528,46,39,2757,530,0,13,0,13,0,13,38,34,74,58,42,54,32,24
14000US36081065401,"Census Tract 654.01, Queens, NY",3867,510,398,414,2822,495,44,50,99,80,0,13,332,247,172,93,82,61,90,65
14000US36081065402,"Census Tract 654.02, Queens, NY",23,40,5,9,18,31,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36081065501,"Census Tract 655.01, Queens, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36081065600,"Census Tract 656, Queens, NY",4754,852,547,440,3587,817,0,13,84,84,0,13,311,205,225,142,112,95,113,97
14000US36081065702,"Census Tract 657.02, Queens, NY",1376,239,1108,221,16,25,0,13,28,40,0,13,112,115,112,78,53,47,59,61
14000US36081065703,"Census Tract 657.03, Queens, NY",3057,898,2238,376,20,28,0,13,134,106,0,13,608,817,57,54,25,33,32,41
14000US36081065900,"Census Tract 659, Queens, NY",2066,396,1657,323,0,13,0,13,264,219,0,13,70,103,75,55,61,54,14,15
14000US36081066000,"Census Tract 660, Queens, NY",3365,446,230,113,2526,413,204,239,71,71,0,13,22,35,312,240,244,229,68,85
14000US36081066100,"Census Tract 661, Queens, NY",1689,217,1602,220,0,13,0,13,60,77,0,13,13,20,14,23,8,19,6,12
14000US36081066301,"Census Tract 663.01, Queens, NY",2940,325,2178,303,0,13,8,11,600,242,0,13,46,43,108,88,74,68,34,37
14000US36081066302,"Census Tract 663.02, Queens, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36081066401,"Census Tract 664.01, Queens, NY",2029,425,386,298,806,398,0,13,833,259,0,13,4,9,0,13,0,13,0,13
14000US36081066402,"Census Tract 664.02, Queens, NY",2593,501,32,51,2511,551,0,13,1,2,0,13,0,13,49,106,36,97,13,25
14000US36081066403,"Census Tract 664.03, Queens, NY",5963,1487,375,342,5102,1474,0,18,203,212,0,18,54,59,229,117,6,11,223,118
14000US36081066404,"Census Tract 664.04, Queens, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36081066501,"Census Tract 665.01, Queens, NY",4333,753,3367,538,50,61,0,13,47,48,0,13,390,248,479,492,423,486,56,86
14000US36081066701,"Census Tract 667.01, Queens, NY",2894,573,2079,295,0,13,0,13,404,388,0,13,384,406,27,40,27,40,0,13
14000US36081066900,"Census Tract 669, Queens, NY",1625,278,1360,248,0,13,20,31,110,85,0,13,34,54,101,152,101,152,0,13
14000US36081067100,"Census Tract 671, Queens, NY",2684,338,1819,303,0,13,8,11,570,192,0,13,147,103,140,119,108,107,32,39
14000US36081067700,"Census Tract 677, Queens, NY",1934,272,1738,281,0,13,0,13,121,79,0,13,29,33,46,45,25,26,21,38
14000US36081067900,"Census Tract 679, Queens, NY",4812,557,2218,476,105,90,0,13,680,243,0,13,1467,506,342,253,324,248,18,30
14000US36081068000,"Census Tract 680, Queens, NY",5726,839,35,31,5409,842,0,18,46,74,0,18,207,224,29,31,14,21,15,23
14000US36081068200,"Census Tract 682, Queens, NY",1141,232,12,18,1026,225,0,13,22,27,0,13,72,79,9,10,4,6,5,7
14000US36081068300,"Census Tract 683, Queens, NY",4332,521,689,213,350,219,9,14,2057,456,0,13,879,244,348,165,205,119,143,138
14000US36081068700,"Census Tract 687, Queens, NY",4354,669,1912,407,35,57,0,13,1881,601,0,13,271,148,255,194,218,192,37,26
14000US36081069000,"Census Tract 690, Queens, NY",4213,778,170,185,3643,788,0,13,51,82,0,13,304,272,45,74,0,13,45,74
14000US36081069300,"Census Tract 693, Queens, NY",3119,613,1147,354,105,92,25,39,936,271,0,13,419,275,487,497,407,486,80,81
14000US36081069400,"Census Tract 694, Queens, NY",3607,586,384,322,2956,535,0,13,81,80,0,13,51,82,135,106,34,38,101,96
14000US36081069500,"Census Tract 695, Queens, NY",2381,426,947,201,103,112,0,13,1145,392,0,13,51,42,135,78,64,58,71,57
14000US36081069701,"Census Tract 697.01, Queens, NY",4299,459,1648,311,247,155,0,13,1493,304,0,13,433,197,478,335,278,316,200,168
14000US36081069702,"Census Tract 697.02, Queens, NY",4351,691,2168,570,190,270,0,13,1847,442,34,53,76,111,36,47,28,36,8,17
14000US36081070300,"Census Tract 703, Queens, NY",2045,315,725,243,40,48,0,13,662,232,0,13,365,194,253,156,111,133,142,116
14000US36081070700,"Census Tract 707, Queens, NY",2755,350,1497,402,32,41,10,15,914,187,0,13,154,121,148,73,90,60,58,36
14000US36081070900,"Census Tract 709, Queens, NY",3161,482,1486,281,63,66,0,13,1008,245,0,13,63,54,541,387,44,42,497,386
14000US36081071100,"Census Tract 711, Queens, NY",6133,736,3846,639,98,70,44,53,1756,427,0,18,126,132,263,205,127,144,136,143
14000US36081071303,"Census Tract 713.03, Queens, NY",5854,776,3616,789,107,112,0,18,1156,365,0,18,230,197,745,490,372,303,373,403
14000US36081071304,"Census Tract 713.04, Queens, NY",6275,737,3766,676,22,36,0,18,1651,414,0,18,264,212,572,364,40,56,532,363
14000US36081071305,"Census Tract 713.05, Queens, NY",5108,554,3078,511,179,125,0,18,1592,406,0,18,106,113,153,151,102,136,51,49
14000US36081071306,"Census Tract 713.06, Queens, NY",7482,1291,3577,479,850,740,0,18,1422,279,0,18,562,541,1071,769,582,647,489,391
14000US36081071600,"Census Tract 716, Queens, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36081071701,"Census Tract 717.01, Queens, NY",5438,1060,3248,1000,248,189,9,14,1452,414,0,18,199,173,282,182,218,164,64,99
14000US36081071702,"Census Tract 717.02, Queens, NY",4287,425,1357,362,293,219,0,13,1904,266,0,13,323,143,410,193,164,116,246,168
14000US36081071900,"Census Tract 719, Queens, NY",2911,368,1373,400,120,98,0,13,850,251,0,13,221,188,347,249,70,96,277,246
14000US36081072100,"Census Tract 721, Queens, NY",4781,792,2483,527,110,99,12,23,1653,632,0,13,210,209,313,226,117,136,196,165
14000US36081072300,"Census Tract 723, Queens, NY",2189,343,1116,162,140,134,0,13,786,276,0,13,16,14,131,78,94,68,37,45
14000US36081072900,"Census Tract 729, Queens, NY",1471,263,742,136,1,10,0,13,595,208,0,13,36,34,97,90,27,41,70,77
14000US36081073100,"Census Tract 731, Queens, NY",1658,270,1184,259,0,13,8,16,331,119,0,13,92,96,43,33,8,12,35,31
14000US36081073700,"Census Tract 737, Queens, NY",2233,266,1361,281,21,22,23,31,623,179,0,13,104,115,101,63,37,34,64,53
14000US36081073900,"Census Tract 739, Queens, NY",5597,737,2882,559,244,164,0,18,1571,523,0,18,43,42,857,462,177,251,680,460
14000US36081074100,"Census Tract 741, Queens, NY",3131,512,1733,404,272,340,6,14,749,177,0,13,105,95,266,182,185,161,81,63
14000US36081074300,"Census Tract 743, Queens, NY",4423,784,2472,795,179,152,45,68,1298,300,0,13,115,117,314,236,154,128,160,196
14000US36081074500,"Census Tract 745, Queens, NY",3814,647,2112,413,356,329,0,13,693,232,0,13,213,117,440,435,96,80,344,432
14000US36081074700,"Census Tract 747, Queens, NY",3540,584,1323,351,110,80,0,13,1344,444,0,13,611,381,152,89,86,75,66,54
14000US36081074900,"Census Tract 749, Queens, NY",1412,264,939,170,0,13,0,13,438,234,0,13,0,13,35,31,0,13,35,31
14000US36081075701,"Census Tract 757.01, Queens, NY",4877,796,2383,492,211,191,0,13,1850,716,0,13,94,125,339,170,154,130,185,102
14000US36081075702,"Census Tract 757.02, Queens, NY",5866,1151,3551,1031,151,105,0,18,1824,488,0,18,5,10,335,194,155,142,180,148
14000US36081076901,"Census Tract 769.01, Queens, NY",4672,733,2906,513,104,89,0,13,680,261,0,13,249,170,733,377,321,312,412,217
14000US36081076902,"Census Tract 769.02, Queens, NY",1168,148,627,124,3,7,0,13,451,121,0,13,24,41,63,42,16,27,47,34
14000US36081077300,"Census Tract 773, Queens, NY",2136,240,1464,274,124,78,0,13,311,153,0,13,45,56,192,122,88,91,104,77
14000US36081077500,"Census Tract 775, Queens, NY",2201,393,1592,387,40,49,0,13,317,209,0,13,208,189,44,45,9,13,35,43
14000US36081077902,"Census Tract 779.02, Queens, NY",5062,895,4089,675,68,66,0,18,706,445,0,18,2,5,197,225,0,18,197,225
14000US36081077903,"Census Tract 779.03, Queens, NY",3418,691,1872,564,65,63,0,13,1025,502,0,13,370,209,86,63,38,44,48,53
14000US36081077904,"Census Tract 779.04, Queens, NY",6281,1215,4028,1167,170,201,56,64,1170,362,0,18,397,347,460,369,236,276,224,191
14000US36081077905,"Census Tract 779.05, Queens, NY",2851,686,995,240,631,325,0,13,912,370,0,13,117,132,196,168,105,149,91,88
14000US36081077906,"Census Tract 779.06, Queens, NY",3655,477,1943,467,226,217,0,13,1229,251,0,13,48,60,209,272,209,272,0,13
14000US36081077907,"Census Tract 779.07, Queens, NY",3521,635,2150,468,443,356,42,72,151,160,0,13,608,558,127,109,81,105,46,28
14000US36081077908,"Census Tract 779.08, Queens, NY",3267,443,752,323,1101,423,16,26,659,335,0,13,532,309,207,174,23,45,184,170
14000US36081078800,"Census Tract 788, Queens, NY",2082,534,45,55,1298,402,0,13,45,75,0,13,500,330,194,301,194,301,0,13
14000US36081079000,"Census Tract 790, Queens, NY",2745,529,37,35,1603,431,0,13,127,87,0,13,855,379,123,95,118,95,5,9
14000US36081079200,"Census Tract 792, Queens, NY",2675,543,73,91,1431,367,0,13,429,262,0,13,429,178,313,358,261,355,52,67
14000US36081079300,"Census Tract 793, Queens, NY",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
14000US36081079701,"Census Tract 797.01, Queens, NY",6505,1130,519,170,142,102,0,18,5354,1139,7,17,323,102,160,132,25,37,135,125
14000US36081079702,"Census Tract 797.02, Queens, NY",4026,779,194,152,33,42,0,13,3417,776,0,13,283,211,99,95,20,34,79,90
14000US36081079900,"Census Tract 799, Queens, NY",3401,657,652,220,0,13,0,13,2220,567,0,13,265,270,264,251,120,192,144,159
