geoid,name,B01003001,"B01003001, Error"
14000US36061021400,"Census Tract 214, New York, NY",3034,370
14000US36061021500,"Census Tract 215, New York, NY",4136,519
14000US36061021600,"Census Tract 216, New York, NY",9341,1168
14000US36061021703,"Census Tract 217.03, New York, NY",0,13
14000US36061021800,"Census Tract 218, New York, NY",5980,1030
14000US36061021900,"Census Tract 219, New York, NY",6422,1176
14000US36061022000,"Census Tract 220, New York, NY",6550,974
14000US36061022102,"Census Tract 221.02, New York, NY",2670,413
14000US36061022200,"Census Tract 222, New York, NY",3645,584
14000US36061022301,"Census Tract 223.01, New York, NY",7779,1100
14000US36061022302,"Census Tract 223.02, New York, NY",3093,439
14000US36061022400,"Census Tract 224, New York, NY",7671,1204
14000US36061022500,"Census Tract 225, New York, NY",11105,1384
14000US36061022600,"Census Tract 226, New York, NY",5386,866
14000US36061022700,"Census Tract 227, New York, NY",5239,763
14000US36061022800,"Census Tract 228, New York, NY",6185,814
14000US36061022900,"Census Tract 229, New York, NY",9265,1234
14000US36061023000,"Census Tract 230, New York, NY",9067,1032
14000US36061023100,"Census Tract 231, New York, NY",6900,1539
14000US36061023200,"Census Tract 232, New York, NY",9167,1523
14000US36061023300,"Census Tract 233, New York, NY",7460,1290
14000US36061023400,"Census Tract 234, New York, NY",5005,718
14000US36061023501,"Census Tract 235.01, New York, NY",7298,1147
14000US36061023502,"Census Tract 235.02, New York, NY",1716,328
14000US36061023600,"Census Tract 236, New York, NY",7871,1103
14000US36061023700,"Census Tract 237, New York, NY",6328,885
14000US36061023802,"Census Tract 238.02, New York, NY",5637,746
14000US36061023803,"Census Tract 238.03, New York, NY",3483,476
14000US36061023804,"Census Tract 238.04, New York, NY",3035,514
14000US36061023900,"Census Tract 239, New York, NY",3433,582
14000US36061024000,"Census Tract 240, New York, NY",1845,651
14000US36061024100,"Census Tract 241, New York, NY",8424,1280
14000US36061024200,"Census Tract 242, New York, NY",5513,972
14000US36061024301,"Census Tract 243.01, New York, NY",5083,945
14000US36061024302,"Census Tract 243.02, New York, NY",7183,722
14000US36061024500,"Census Tract 245, New York, NY",15041,1702
14000US36061024700,"Census Tract 247, New York, NY",6632,1085
14000US36061024900,"Census Tract 249, New York, NY",1006,198
14000US36061025100,"Census Tract 251, New York, NY",2724,499
14000US36061025300,"Census Tract 253, New York, NY",11488,2012
14000US36061025500,"Census Tract 255, New York, NY",5809,1058
14000US36061025700,"Census Tract 257, New York, NY",5030,693
14000US36061025900,"Census Tract 259, New York, NY",4033,531
14000US36061026100,"Census Tract 261, New York, NY",13217,1545
14000US36061026300,"Census Tract 263, New York, NY",9690,1202
14000US36061026500,"Census Tract 265, New York, NY",8907,1313
14000US36061026700,"Census Tract 267, New York, NY",2119,258
14000US36061026900,"Census Tract 269, New York, NY",9464,1462
14000US36061027100,"Census Tract 271, New York, NY",9126,1223
14000US36061027300,"Census Tract 273, New York, NY",7620,944
14000US36061027500,"Census Tract 275, New York, NY",3074,548
14000US36061027700,"Census Tract 277, New York, NY",6603,1082
14000US36061027900,"Census Tract 279, New York, NY",11410,1453
14000US36061028100,"Census Tract 281, New York, NY",3361,377
14000US36061028300,"Census Tract 283, New York, NY",8463,1556
14000US36061028500,"Census Tract 285, New York, NY",8799,1342
14000US36061028700,"Census Tract 287, New York, NY",4580,698
14000US36061029100,"Census Tract 291, New York, NY",12476,1612
14000US36061029300,"Census Tract 293, New York, NY",10138,1922
14000US36061029500,"Census Tract 295, New York, NY",8064,1112
14000US36061029700,"Census Tract 297, New York, NY",21,12
14000US36061029900,"Census Tract 299, New York, NY",3757,545
14000US36061030300,"Census Tract 303, New York, NY",4393,686
14000US36061030700,"Census Tract 307, New York, NY",4072,629
14000US36061030900,"Census Tract 309, New York, NY",11753,1575
14000US36061031100,"Census Tract 311, New York, NY",0,13
14000US36061031703,"Census Tract 317.03, New York, NY",6419,786
14000US36061031704,"Census Tract 317.04, New York, NY",10558,1352
14000US36061031900,"Census Tract 319, New York, NY",0,13
14000US36081000101,"Census Tract 1.01, Queens, NY",5006,1016
14000US36081000102,"Census Tract 1.02, Queens, NY",5323,956
14000US36081000103,"Census Tract 1.03, Queens, NY",0,13
14000US36081000104,"Census Tract 1.04, Queens, NY",261,240
14000US36081000200,"Census Tract 2, Queens, NY",2666,482
14000US36081000400,"Census Tract 4, Queens, NY",4692,1103
14000US36081000600,"Census Tract 6, Queens, NY",4379,900
14000US36081000701,"Census Tract 7.01, Queens, NY",3044,493
14000US36081000702,"Census Tract 7.02, Queens, NY",3660,643
14000US36081000800,"Census Tract 8, Queens, NY",3312,554
14000US36081001000,"Census Tract 10, Queens, NY",4845,830
14000US36081001200,"Census Tract 12, Queens, NY",3816,738
14000US36081001400,"Census Tract 14, Queens, NY",4166,699
14000US36081001600,"Census Tract 16, Queens, NY",2478,542
14000US36081001800,"Census Tract 18, Queens, NY",3058,624
14000US36081001901,"Census Tract 19.01, Queens, NY",1339,467
14000US36081001902,"Census Tract 19.02, Queens, NY",4143,597
14000US36081001903,"Census Tract 19.03, Queens, NY",1525,339
14000US36081002000,"Census Tract 20, Queens, NY",1746,331
14000US36081002200,"Census Tract 22, Queens, NY",2587,381
14000US36081002400,"Census Tract 24, Queens, NY",2437,624
14000US36081002500,"Census Tract 25, Queens, NY",6046,967
14000US36081002600,"Census Tract 26, Queens, NY",2149,466
14000US36081002800,"Census Tract 28, Queens, NY",3442,519
14000US36081003000,"Census Tract 30, Queens, NY",1702,538
14000US36081003100,"Census Tract 31, Queens, NY",1189,218
14000US36081003200,"Census Tract 32, Queens, NY",1690,371
14000US36081003301,"Census Tract 33.01, Queens, NY",2675,503
14000US36081003302,"Census Tract 33.02, Queens, NY",1009,253
14000US36081003400,"Census Tract 34, Queens, NY",2563,402
14000US36081003600,"Census Tract 36, Queens, NY",3811,732
14000US36081003700,"Census Tract 37, Queens, NY",0,13
14000US36081003800,"Census Tract 38, Queens, NY",2763,433
14000US36081003900,"Census Tract 39, Queens, NY",1363,362
14000US36081004001,"Census Tract 40.01, Queens, NY",2231,334
14000US36081004002,"Census Tract 40.02, Queens, NY",1839,702
14000US36081004200,"Census Tract 42, Queens, NY",4187,687
14000US36081004300,"Census Tract 43, Queens, NY",2069,422
14000US36081004401,"Census Tract 44.01, Queens, NY",4238,588
14000US36081004500,"Census Tract 45, Queens, NY",3145,437
14000US36081004700,"Census Tract 47, Queens, NY",3932,674
14000US36081005000,"Census Tract 50, Queens, NY",0,13
14000US36081005100,"Census Tract 51, Queens, NY",2294,335
14000US36081005200,"Census Tract 52, Queens, NY",2811,520
14000US36081005300,"Census Tract 53, Queens, NY",5590,893
14000US36081005400,"Census Tract 54, Queens, NY",6433,786
14000US36081005500,"Census Tract 55, Queens, NY",1215,273
14000US36081005700,"Census Tract 57, Queens, NY",4461,580
14000US36081005800,"Census Tract 58, Queens, NY",6643,998
14000US36081005900,"Census Tract 59, Queens, NY",3956,810
14000US36081006100,"Census Tract 61, Queens, NY",5474,805
14000US36081006201,"Census Tract 62.01, Queens, NY",5920,1133
14000US36081006202,"Census Tract 62.02, Queens, NY",6739,1214
14000US36081006300,"Census Tract 63, Queens, NY",5715,931
14000US36081006501,"Census Tract 65.01, Queens, NY",3242,478
14000US36081006502,"Census Tract 65.02, Queens, NY",3923,632
14000US36081006900,"Census Tract 69, Queens, NY",3912,677
14000US36081007100,"Census Tract 71, Queens, NY",3114,435
14000US36081007300,"Census Tract 73, Queens, NY",3862,532
14000US36081007500,"Census Tract 75, Queens, NY",4369,715
14000US36081007700,"Census Tract 77, Queens, NY",2012,266
14000US36081007900,"Census Tract 79, Queens, NY",2649,540
14000US36081008100,"Census Tract 81, Queens, NY",1087,227
14000US36081008300,"Census Tract 83, Queens, NY",2211,493
14000US36081008500,"Census Tract 85, Queens, NY",1141,379
14000US36081008600,"Census Tract 86, Queens, NY",2830,419
14000US36081008700,"Census Tract 87, Queens, NY",3144,537
14000US36081008800,"Census Tract 88, Queens, NY",3922,622
14000US36081009100,"Census Tract 91, Queens, NY",2170,461
14000US36081009400,"Census Tract 94, Queens, NY",3195,659
14000US36081009500,"Census Tract 95, Queens, NY",2126,287
14000US36081009600,"Census Tract 96, Queens, NY",3470,708
14000US36081009700,"Census Tract 97, Queens, NY",3997,523
14000US36081009800,"Census Tract 98, Queens, NY",2759,476
14000US36081009900,"Census Tract 99, Queens, NY",0,13
14000US36081010000,"Census Tract 100, Queens, NY",4247,834
14000US36081010100,"Census Tract 101, Queens, NY",2463,639
14000US36081010200,"Census Tract 102, Queens, NY",2836,501
14000US36081010300,"Census Tract 103, Queens, NY",4397,553
14000US36081010400,"Census Tract 104, Queens, NY",3450,601
14000US36081010500,"Census Tract 105, Queens, NY",5073,808
14000US36081010600,"Census Tract 106, Queens, NY",3774,694
14000US36081010701,"Census Tract 107.01, Queens, NY",0,13
14000US36081010800,"Census Tract 108, Queens, NY",3377,569
14000US36081011000,"Census Tract 110, Queens, NY",3163,596
14000US36081011100,"Census Tract 111, Queens, NY",3108,492
14000US36081011200,"Census Tract 112, Queens, NY",2635,448
14000US36081011300,"Census Tract 113, Queens, NY",4558,590
14000US36081011400,"Census Tract 114, Queens, NY",1636,469
14000US36081011500,"Census Tract 115, Queens, NY",2498,438
14000US36081011600,"Census Tract 116, Queens, NY",2123,371
14000US36081011700,"Census Tract 117, Queens, NY",3850,662
14000US36081011800,"Census Tract 118, Queens, NY",2650,559
14000US36081011900,"Census Tract 119, Queens, NY",1516,415
14000US36081012000,"Census Tract 120, Queens, NY",2308,557
14000US36081012100,"Census Tract 121, Queens, NY",2041,346
14000US36081012200,"Census Tract 122, Queens, NY",3520,900
14000US36081012301,"Census Tract 123.01, Queens, NY",2960,643
14000US36081012400,"Census Tract 124, Queens, NY",3381,620
14000US36081012500,"Census Tract 125, Queens, NY",1557,224
14000US36081012601,"Census Tract 126.01, Queens, NY",2970,618
14000US36081012602,"Census Tract 126.02, Queens, NY",2781,573
14000US36081012800,"Census Tract 128, Queens, NY",2281,273
14000US36081013000,"Census Tract 130, Queens, NY",1861,479
14000US36081013200,"Census Tract 132, Queens, NY",2031,375
14000US36081013400,"Census Tract 134, Queens, NY",5536,1085
14000US36081013500,"Census Tract 135, Queens, NY",1172,342
14000US36081013600,"Census Tract 136, Queens, NY",2044,299
14000US36081013700,"Census Tract 137, Queens, NY",1880,203
14000US36081013800,"Census Tract 138, Queens, NY",3819,724
14000US36081014000,"Census Tract 140, Queens, NY",3809,1110
14000US36081014100,"Census Tract 141, Queens, NY",1680,314
14000US36081014201,"Census Tract 142.01, Queens, NY",4535,988
14000US36081014202,"Census Tract 142.02, Queens, NY",2644,518
14000US36081014300,"Census Tract 143, Queens, NY",3876,563
14000US36081014400,"Census Tract 144, Queens, NY",1810,472
14000US36081014500,"Census Tract 145, Queens, NY",2585,443
14000US36081014700,"Census Tract 147, Queens, NY",2863,513
14000US36081014800,"Census Tract 148, Queens, NY",1654,373
14000US36081014900,"Census Tract 149, Queens, NY",2152,417
14000US36081015000,"Census Tract 150, Queens, NY",2435,610
14000US36081015100,"Census Tract 151, Queens, NY",2832,401
14000US36081015200,"Census Tract 152, Queens, NY",2851,531
14000US36081015300,"Census Tract 153, Queens, NY",1884,294
14000US36081015400,"Census Tract 154, Queens, NY",1961,399
14000US36081015500,"Census Tract 155, Queens, NY",2219,573
14000US36081015600,"Census Tract 156, Queens, NY",3037,564
14000US36081015700,"Census Tract 157, Queens, NY",1313,185
14000US36081015801,"Census Tract 158.01, Queens, NY",3673,531
14000US36081015802,"Census Tract 158.02, Queens, NY",5126,929
14000US36081015900,"Census Tract 159, Queens, NY",3250,563
14000US36081016100,"Census Tract 161, Queens, NY",2589,414
14000US36081016300,"Census Tract 163, Queens, NY",3675,699
14000US36081016400,"Census Tract 164, Queens, NY",3954,790
14000US36081016600,"Census Tract 166, Queens, NY",4002,850
14000US36081016800,"Census Tract 168, Queens, NY",3598,664
14000US36081016900,"Census Tract 169, Queens, NY",5893,695
14000US36081017000,"Census Tract 170, Queens, NY",2674,537
14000US36081017101,"Census Tract 171.01, Queens, NY",0,13
14000US36081017102,"Census Tract 171.02, Queens, NY",35,23
14000US36081017200,"Census Tract 172, Queens, NY",2129,429
14000US36081017400,"Census Tract 174, Queens, NY",2483,416
14000US36081017600,"Census Tract 176, Queens, NY",2255,339
14000US36081017800,"Census Tract 178, Queens, NY",2291,429
14000US36081017901,"Census Tract 179.01, Queens, NY",1122,167
14000US36081017902,"Census Tract 179.02, Queens, NY",11,16
14000US36081018000,"Census Tract 180, Queens, NY",1205,357
14000US36081018101,"Census Tract 181.01, Queens, NY",4024,525
14000US36081018102,"Census Tract 181.02, Queens, NY",3389,548
14000US36081018200,"Census Tract 182, Queens, NY",2695,461
14000US36081018300,"Census Tract 183, Queens, NY",5673,738
14000US36081018401,"Census Tract 184.01, Queens, NY",2158,362
14000US36081018402,"Census Tract 184.02, Queens, NY",2628,549
14000US36081018501,"Census Tract 185.01, Queens, NY",3429,371
14000US36081018502,"Census Tract 185.02, Queens, NY",3152,350
14000US36081018600,"Census Tract 186, Queens, NY",2024,374
14000US36081018700,"Census Tract 187, Queens, NY",2928,553
14000US36081018800,"Census Tract 188, Queens, NY",1363,348
14000US36081018900,"Census Tract 189, Queens, NY",3401,589
14000US36081019000,"Census Tract 190, Queens, NY",2706,383
14000US36081019200,"Census Tract 192, Queens, NY",2225,449
14000US36081019400,"Census Tract 194, Queens, NY",3185,378
14000US36081019600,"Census Tract 196, Queens, NY",3374,714
14000US36081019800,"Census Tract 198, Queens, NY",2989,490
14000US36081019901,"Census Tract 199.01, Queens, NY",539,168
14000US36081019902,"Census Tract 199.02, Queens, NY",7,13
14000US36081019903,"Census Tract 199.03, Queens, NY",0,13
14000US36081020200,"Census Tract 202, Queens, NY",1776,470
14000US36081020400,"Census Tract 204, Queens, NY",2191,419
14000US36081020500,"Census Tract 205, Queens, NY",1300,303
14000US36081020600,"Census Tract 206, Queens, NY",1729,414
14000US36081020800,"Census Tract 208, Queens, NY",3272,801
14000US36081021200,"Census Tract 212, Queens, NY",2977,492
14000US36081021400,"Census Tract 214, Queens, NY",6025,1199
14000US36081021601,"Census Tract 216.01, Queens, NY",2838,424
14000US36081021602,"Census Tract 216.02, Queens, NY",1784,477
14000US36081021603,"Census Tract 216.03, Queens, NY",0,13
14000US36081021900,"Census Tract 219, Queens, NY",0,13
14000US36081022001,"Census Tract 220.01, Queens, NY",6630,839
14000US36081022002,"Census Tract 220.02, Queens, NY",7406,1144
14000US36081022900,"Census Tract 229, Queens, NY",0,13
14000US36081023000,"Census Tract 230, Queens, NY",1993,353
14000US36081023200,"Census Tract 232, Queens, NY",5923,1076
14000US36081023501,"Census Tract 235.01, Queens, NY",4382,787
14000US36081023502,"Census Tract 235.02, Queens, NY",2885,922
14000US36081023600,"Census Tract 236, Queens, NY",3377,582
14000US36081023800,"Census Tract 238, Queens, NY",5278,714
14000US36081024000,"Census Tract 240, Queens, NY",7150,1083
14000US36081024300,"Census Tract 243, Queens, NY",5203,787
14000US36081024500,"Census Tract 245, Queens, NY",5095,986
14000US36081024600,"Census Tract 246, Queens, NY",0,13
14000US36081024700,"Census Tract 247, Queens, NY",1438,309
14000US36081024900,"Census Tract 249, Queens, NY",4804,1193
14000US36081025100,"Census Tract 251, Queens, NY",6080,1151
14000US36081025301,"Census Tract 253.01, Queens, NY",4385,503
14000US36081025302,"Census Tract 253.02, Queens, NY",3417,931
14000US36081025401,"Census Tract 254.01, Queens, NY",4807,1363
14000US36081025402,"Census Tract 254.02, Queens, NY",6595,1079
14000US36081025500,"Census Tract 255, Queens, NY",1612,390
14000US36081025700,"Census Tract 257, Queens, NY",1660,401
14000US36081025800,"Census Tract 258, Queens, NY",2212,637
14000US36081025900,"Census Tract 259, Queens, NY",3542,561
14000US36081026000,"Census Tract 260, Queens, NY",2984,479
14000US36081026100,"Census Tract 261, Queens, NY",7642,1151
14000US36081026200,"Census Tract 262, Queens, NY",1505,363
14000US36081026300,"Census Tract 263, Queens, NY",5360,1096
14000US36081026400,"Census Tract 264, Queens, NY",2695,393
14000US36081026501,"Census Tract 265.01, Queens, NY",2936,430
14000US36081026502,"Census Tract 265.02, Queens, NY",1220,455
14000US36081026600,"Census Tract 266, Queens, NY",1817,502
14000US36081026700,"Census Tract 267, Queens, NY",5488,834
14000US36081026901,"Census Tract 269.01, Queens, NY",5089,794
14000US36081026902,"Census Tract 269.02, Queens, NY",3868,588
14000US36081027000,"Census Tract 270, Queens, NY",2232,633
14000US36081027101,"Census Tract 271.01, Queens, NY",5389,1023
14000US36081027102,"Census Tract 271.02, Queens, NY",3425,702
14000US36081027200,"Census Tract 272, Queens, NY",2210,518
14000US36081027301,"Census Tract 273.01, Queens, NY",3158,1035
14000US36081027302,"Census Tract 273.02, Queens, NY",4607,970
14000US36081027400,"Census Tract 274, Queens, NY",1934,412
14000US36081027500,"Census Tract 275, Queens, NY",6759,1121
14000US36081027600,"Census Tract 276, Queens, NY",1593,501
14000US36081027701,"Census Tract 277.01, Queens, NY",3704,877
14000US36081027702,"Census Tract 277.02, Queens, NY",4132,648
14000US36081027800,"Census Tract 278, Queens, NY",2539,346
14000US36081027900,"Census Tract 279, Queens, NY",7403,1482
14000US36081028000,"Census Tract 280, Queens, NY",1460,390
14000US36081028100,"Census Tract 281, Queens, NY",6085,937
14000US36081028200,"Census Tract 282, Queens, NY",2116,502
14000US36081028300,"Census Tract 283, Queens, NY",7721,1138
14000US36081028400,"Census Tract 284, Queens, NY",4333,674
14000US36081028500,"Census Tract 285, Queens, NY",5036,803
14000US36081028700,"Census Tract 287, Queens, NY",7003,1216
14000US36081028801,"Census Tract 288.01, Queens, NY",2830,763
14000US36081028802,"Census Tract 288.02, Queens, NY",2195,615
14000US36081028803,"Census Tract 288.03, Queens, NY",0,13
14000US36081028900,"Census Tract 289, Queens, NY",5631,1433
14000US36081029100,"Census Tract 291, Queens, NY",6262,815
14000US36081029300,"Census Tract 293, Queens, NY",1234,279
14000US36081029400,"Census Tract 294, Queens, NY",7340,1446
14000US36081029500,"Census Tract 295, Queens, NY",3962,611
14000US36081029700,"Census Tract 297, Queens, NY",1925,415
14000US36081029900,"Census Tract 299, Queens, NY",0,13
14000US36081030600,"Census Tract 306, Queens, NY",4918,739
14000US36081030903,"Census Tract 309.03, Queens, NY",5083,812
14000US36081030904,"Census Tract 309.04, Queens, NY",2691,593
14000US36081030905,"Census Tract 309.05, Queens, NY",2860,935
14000US36081030906,"Census Tract 309.06, Queens, NY",3334,548
14000US36081031700,"Census Tract 317, Queens, NY",5359,907
14000US36081032000,"Census Tract 320, Queens, NY",5220,754
14000US36081032700,"Census Tract 327, Queens, NY",3449,748
14000US36081032800,"Census Tract 328, Queens, NY",2888,530
14000US36081032900,"Census Tract 329, Queens, NY",3253,803
14000US36081033000,"Census Tract 330, Queens, NY",7612,1000
14000US36081033100,"Census Tract 331, Queens, NY",0,13
14000US36081033401,"Census Tract 334.01, Queens, NY",4065,410
14000US36081033403,"Census Tract 334.03, Queens, NY",4630,571
14000US36081033404,"Census Tract 334.04, Queens, NY",5527,1315
14000US36081033405,"Census Tract 334.05, Queens, NY",2675,677
14000US36081033700,"Census Tract 337, Queens, NY",2359,614
14000US36081033900,"Census Tract 339, Queens, NY",2773,505
14000US36081034700,"Census Tract 347, Queens, NY",2923,480
14000US36081035100,"Census Tract 351, Queens, NY",3653,777
14000US36081035200,"Census Tract 352, Queens, NY",2949,478
14000US36081035300,"Census Tract 353, Queens, NY",2224,589
14000US36081035700,"Census Tract 357, Queens, NY",4037,826
14000US36081035800,"Census Tract 358, Queens, NY",4887,782
14000US36081036100,"Census Tract 361, Queens, NY",2141,421
14000US36081036300,"Census Tract 363, Queens, NY",2003,378
14000US36081036500,"Census Tract 365, Queens, NY",2697,547
14000US36081036600,"Census Tract 366, Queens, NY",2878,535
14000US36081036700,"Census Tract 367, Queens, NY",2157,441
14000US36081036800,"Census Tract 368, Queens, NY",2692,681
14000US36081037100,"Census Tract 371, Queens, NY",1289,285
14000US36081037300,"Census Tract 373, Queens, NY",2293,577
14000US36081037501,"Census Tract 375.01, Queens, NY",1600,353
14000US36081037502,"Census Tract 375.02, Queens, NY",2710,698
14000US36081037600,"Census Tract 376, Queens, NY",6794,1172
14000US36081037700,"Census Tract 377, Queens, NY",4141,822
14000US36081037900,"Census Tract 379, Queens, NY",7012,1162
14000US36081038100,"Census Tract 381, Queens, NY",7058,1290
14000US36081038301,"Census Tract 383.01, Queens, NY",0,13
14000US36081038302,"Census Tract 383.02, Queens, NY",0,13
14000US36081038400,"Census Tract 384, Queens, NY",2490,507
14000US36081039400,"Census Tract 394, Queens, NY",3180,502
14000US36081039800,"Census Tract 398, Queens, NY",1792,400
14000US36081039901,"Census Tract 399.01, Queens, NY",2560,563
14000US36081039902,"Census Tract 399.02, Queens, NY",1700,553
14000US36081040000,"Census Tract 400, Queens, NY",1704,299
14000US36081040101,"Census Tract 401.01, Queens, NY",3159,645
14000US36081040102,"Census Tract 401.02, Queens, NY",5172,803
14000US36081040200,"Census Tract 402, Queens, NY",1706,350
14000US36081040301,"Census Tract 403.01, Queens, NY",3141,745
14000US36081040302,"Census Tract 403.02, Queens, NY",4401,821
14000US36081040400,"Census Tract 404, Queens, NY",4343,565
14000US36081040501,"Census Tract 405.01, Queens, NY",1070,434
14000US36081040502,"Census Tract 405.02, Queens, NY",2301,612
14000US36081040701,"Census Tract 407.01, Queens, NY",3881,955
14000US36081040702,"Census Tract 407.02, Queens, NY",4793,1023
14000US36081040901,"Census Tract 409.01, Queens, NY",2179,639
14000US36081040902,"Census Tract 409.02, Queens, NY",3640,972
14000US36081041100,"Census Tract 411, Queens, NY",4376,839
14000US36081041300,"Census Tract 413, Queens, NY",5070,918
14000US36081041400,"Census Tract 414, Queens, NY",4882,686
14000US36081041500,"Census Tract 415, Queens, NY",4787,972
14000US36081042400,"Census Tract 424, Queens, NY",2491,417
14000US36081042600,"Census Tract 426, Queens, NY",458,101
14000US36081042700,"Census Tract 427, Queens, NY",4859,923
14000US36081043200,"Census Tract 432, Queens, NY",1339,242
14000US36081043400,"Census Tract 434, Queens, NY",1852,365
14000US36081043701,"Census Tract 437.01, Queens, NY",3229,539
14000US36081043702,"Census Tract 437.02, Queens, NY",8641,1289
14000US36081043900,"Census Tract 439, Queens, NY",3377,835
14000US36081044000,"Census Tract 440, Queens, NY",4503,866
14000US36081044301,"Census Tract 443.01, Queens, NY",3658,941
14000US36081044302,"Census Tract 443.02, Queens, NY",4272,936
14000US36081044400,"Census Tract 444, Queens, NY",4405,900
14000US36081044601,"Census Tract 446.01, Queens, NY",3835,571
14000US36081044602,"Census Tract 446.02, Queens, NY",5466,609
14000US36081044800,"Census Tract 448, Queens, NY",2976,544
14000US36081045000,"Census Tract 450, Queens, NY",2272,438
14000US36081045200,"Census Tract 452, Queens, NY",1178,330
14000US36081045400,"Census Tract 454, Queens, NY",5252,884
14000US36081045500,"Census Tract 455, Queens, NY",13798,1979
14000US36081045600,"Census Tract 456, Queens, NY",1369,295
14000US36081045700,"Census Tract 457, Queens, NY",3849,754
14000US36081045800,"Census Tract 458, Queens, NY",2420,377
14000US36081045900,"Census Tract 459, Queens, NY",4357,725
14000US36081046000,"Census Tract 460, Queens, NY",6043,946
14000US36081046100,"Census Tract 461, Queens, NY",2429,454
14000US36081046200,"Census Tract 462, Queens, NY",6099,1038
14000US36081046300,"Census Tract 463, Queens, NY",3791,707
14000US36081046400,"Census Tract 464, Queens, NY",2142,397
14000US36081046500,"Census Tract 465, Queens, NY",4618,822
14000US36081046600,"Census Tract 466, Queens, NY",4631,802
14000US36081046700,"Census Tract 467, Queens, NY",6202,1099
14000US36081046800,"Census Tract 468, Queens, NY",3801,636
14000US36081046901,"Census Tract 469.01, Queens, NY",4961,1236
14000US36081046902,"Census Tract 469.02, Queens, NY",4194,544
14000US36081047000,"Census Tract 470, Queens, NY",3637,673
14000US36081047100,"Census Tract 471, Queens, NY",4486,724
14000US36081047200,"Census Tract 472, Queens, NY",3945,590
14000US36081047300,"Census Tract 473, Queens, NY",4383,628
14000US36081047500,"Census Tract 475, Queens, NY",5178,660
14000US36081047600,"Census Tract 476, Queens, NY",1496,260
14000US36081047801,"Census Tract 478.01, Queens, NY",3794,696
14000US36081047802,"Census Tract 478.02, Queens, NY",1186,356
14000US36081047900,"Census Tract 479, Queens, NY",5829,967
14000US36081048000,"Census Tract 480, Queens, NY",2512,511
14000US36081048100,"Census Tract 481, Queens, NY",7140,1293
14000US36081048200,"Census Tract 482, Queens, NY",1414,261
14000US36081048301,"Census Tract 483.01, Queens, NY",2105,387
14000US36081048302,"Census Tract 483.02, Queens, NY",2300,613
14000US36081048400,"Census Tract 484, Queens, NY",4806,857
14000US36081048500,"Census Tract 485, Queens, NY",4255,667
14000US36081048900,"Census Tract 489, Queens, NY",1609,427
14000US36081049201,"Census Tract 492.01, Queens, NY",3325,501
14000US36081049202,"Census Tract 492.02, Queens, NY",2532,723
14000US36081049301,"Census Tract 493.01, Queens, NY",2467,466
14000US36081049302,"Census Tract 493.02, Queens, NY",2992,559
14000US36081049500,"Census Tract 495, Queens, NY",1713,248
14000US36081049600,"Census Tract 496, Queens, NY",3451,521
14000US36081049700,"Census Tract 497, Queens, NY",2883,772
14000US36081049900,"Census Tract 499, Queens, NY",5705,828
14000US36081050000,"Census Tract 500, Queens, NY",4850,801
14000US36081050201,"Census Tract 502.01, Queens, NY",1645,348
14000US36081050202,"Census Tract 502.02, Queens, NY",1301,225
14000US36081050400,"Census Tract 504, Queens, NY",1775,356
14000US36081050500,"Census Tract 505, Queens, NY",1895,445
14000US36081050600,"Census Tract 506, Queens, NY",1538,345
14000US36081050700,"Census Tract 507, Queens, NY",3717,571
14000US36081050800,"Census Tract 508, Queens, NY",2032,412
14000US36081051000,"Census Tract 510, Queens, NY",1945,434
14000US36081051100,"Census Tract 511, Queens, NY",2562,509
14000US36081051200,"Census Tract 512, Queens, NY",2724,508
14000US36081051300,"Census Tract 513, Queens, NY",2843,415
14000US36081051500,"Census Tract 515, Queens, NY",3565,618
14000US36081051600,"Census Tract 516, Queens, NY",2186,423
14000US36081051700,"Census Tract 517, Queens, NY",1816,404
14000US36081051800,"Census Tract 518, Queens, NY",2602,502
14000US36081052000,"Census Tract 520, Queens, NY",1457,293
14000US36081052100,"Census Tract 521, Queens, NY",2059,399
14000US36081052200,"Census Tract 522, Queens, NY",1965,332
14000US36081052400,"Census Tract 524, Queens, NY",2309,335
14000US36081052500,"Census Tract 525, Queens, NY",2647,413
14000US36081052600,"Census Tract 526, Queens, NY",2393,368
14000US36081052800,"Census Tract 528, Queens, NY",1543,309
14000US36081053000,"Census Tract 530, Queens, NY",2662,606
14000US36081053100,"Census Tract 531, Queens, NY",3638,600
14000US36081053200,"Census Tract 532, Queens, NY",2245,380
14000US36081053401,"Census Tract 534.01, Queens, NY",2048,513
14000US36081053501,"Census Tract 535.01, Queens, NY",1372,369
14000US36081053502,"Census Tract 535.02, Queens, NY",0,13
14000US36081053601,"Census Tract 536.01, Queens, NY",2073,485
14000US36081053800,"Census Tract 538, Queens, NY",1656,329
14000US36081053901,"Census Tract 539.01, Queens, NY",4427,506
14000US36081053902,"Census Tract 539.02, Queens, NY",170,97
14000US36081054000,"Census Tract 540, Queens, NY",4214,755
14000US36081054200,"Census Tract 542, Queens, NY",5999,1002
14000US36081054500,"Census Tract 545, Queens, NY",4061,651
14000US36081054700,"Census Tract 547, Queens, NY",5163,826
14000US36081054800,"Census Tract 548, Queens, NY",2635,348
14000US36081054900,"Census Tract 549, Queens, NY",6139,961
14000US36081055100,"Census Tract 551, Queens, NY",4466,551
14000US36081055200,"Census Tract 552, Queens, NY",3016,567
