,geoid,name,total_population,poc_percent,female_pop_percent,poverty_level_percent,over_65_percent
640,14000US36047031100,"Census Tract 311, Kings, NY",3014,79.82747179827471,50.56403450564034,25.082946250829462,5.6071665560716655
641,14000US36047031300,"Census Tract 313, Kings, NY",5111,77.81256114263354,48.19017804734886,15.945998826061436,15.104676188612796
642,14000US36047031401,"Census Tract 314.01, Kings, NY",5157,38.064766337017645,53.55827031219702,6.146984681016095,23.81229396936203
643,14000US36047031402,"Census Tract 314.02, Kings, NY",0,,,,
644,14000US36047031500,"Census Tract 315, Kings, NY",5348,58.48915482423336,52.617801047120416,10.284218399401645,9.81675392670157
645,14000US36047031701,"Census Tract 317.01, Kings, NY",3792,71.04430379746836,54.984177215189874,6.698312236286919,8.834388185654008
646,14000US36047031702,"Census Tract 317.02, Kings, NY",3834,63.406364110589465,54.564423578508084,8.81585811163276,9.154929577464788
647,14000US36047031900,"Census Tract 319, Kings, NY",3100,41.193548387096776,53.03225806451613,8.838709677419354,17.548387096774192
648,14000US36047032100,"Census Tract 321, Kings, NY",5254,79.02550437761705,54.054054054054056,11.534069280548154,18.72858774267225
649,14000US36047032300,"Census Tract 323, Kings, NY",3575,71.18881118881119,56.92307692307692,20.13986013986014,16.27972027972028
650,14000US36047032500,"Census Tract 325, Kings, NY",6321,86.41037810473027,52.08036703053315,22.132573959816483,15.45641512418921
651,14000US36047032600,"Census Tract 326, Kings, NY",7510,85.20639147802929,54.007989347536615,42.836218375499335,9.707057256990678
652,14000US36047032700,"Census Tract 327, Kings, NY",2870,71.01045296167247,47.52613240418118,16.51567944250871,19.721254355400696
653,14000US36047032800,"Census Tract 328, Kings, NY",2848,80.40730337078652,54.24859550561798,22.43679775280899,25.526685393258425
654,14000US36047032900,"Census Tract 329, Kings, NY",6174,53.17460317460318,55.89569160997733,24.263038548752835,13.492063492063492
655,14000US36047033000,"Census Tract 330, Kings, NY",5007,75.0149790293589,51.98721789494707,42.24086279209107,21.909326942280806
656,14000US36047033100,"Census Tract 331, Kings, NY",4441,48.0297230353524,46.40846656158523,25.37716730466111,14.861517676199055
657,14000US36047033300,"Census Tract 333, Kings, NY",4578,35.47400611620795,50.67715159458279,19.025775447793798,13.149847094801224
658,14000US36047033500,"Census Tract 335, Kings, NY",3218,42.20012430080796,46.30205096333126,16.687383467992543,13.983840894965818
659,14000US36047033600,"Census Tract 336, Kings, NY",5217,19.359785317232127,52.1755798351543,15.56450067088365,17.50047920260686
660,14000US36047033701,"Census Tract 337.01, Kings, NY",2603,66.61544371878601,51.01805608912793,4.878985785631963,12.792931233192471
661,14000US36047033702,"Census Tract 337.02, Kings, NY",1660,27.951807228915662,54.096385542168676,19.63855421686747,14.698795180722891
662,14000US36047033900,"Census Tract 339, Kings, NY",4720,82.79661016949153,57.22457627118644,25.360169491525422,21.03813559322034
663,14000US36047034000,"Census Tract 340, Kings, NY",1998,55.2052052052052,53.853853853853856,36.886886886886884,48.7987987987988
664,14000US36047034100,"Census Tract 341, Kings, NY",3240,81.23456790123457,54.25925925925926,17.746913580246915,21.11111111111111
665,14000US36047034200,"Census Tract 342, Kings, NY",6615,67.01436130007559,58.57898715041572,39.62207105064248,27.83068783068783
666,14000US36047034300,"Census Tract 343, Kings, NY",5340,90.09363295880149,55.54307116104869,39.232209737827716,17.303370786516854
667,14000US36047034500,"Census Tract 345, Kings, NY",2833,63.466290151782566,57.67737380868338,14.719378750441228,6.812566184256972
668,14000US36047034700,"Census Tract 347, Kings, NY",3720,92.31182795698925,59.086021505376344,20.456989247311828,10.483870967741936
669,14000US36047034800,"Census Tract 348, Kings, NY",2851,75.55243774114346,49.07050157839355,30.65591020694493,5.962820063135742
670,14000US36047034901,"Census Tract 349.01, Kings, NY",1937,91.17191533298916,59.73154362416108,8.002065049044916,8.931337119256582
671,14000US36047034902,"Census Tract 349.02, Kings, NY",3934,85.48551093035078,54.270462633451956,20.564311133706152,10.066090493136757
672,14000US36047035000,"Census Tract 350, Kings, NY",3355,0.7153502235469449,53.20417287630402,18.27123695976155,40.59612518628912
673,14000US36047035101,"Census Tract 351.01, Kings, NY",2565,93.76218323586744,63.62573099415204,31.033138401559455,13.996101364522417
674,14000US36047035102,"Census Tract 351.02, Kings, NY",2659,70.70327190673186,48.36404663407296,16.209101165851823,14.968033095148552
675,14000US36047035200,"Census Tract 352, Kings, NY",1401,30.19271948608137,59.81441827266239,43.326195574589576,66.59528907922912
676,14000US36047035301,"Census Tract 353.01, Kings, NY",2731,77.62724276821677,53.49688758696448,25.778103258879533,5.9318930794580735
677,14000US36047035302,"Census Tract 353.02, Kings, NY",3022,73.32892124420913,50.49636002647254,4.864328259430841,15.784248841826605
678,14000US36047035400,"Census Tract 354, Kings, NY",6315,2.913697545526524,55.43942992874109,11.243072050673002,34.53681710213777
679,14000US36047035500,"Census Tract 355, Kings, NY",5772,83.67983367983368,55.24948024948025,14.622314622314622,14.864864864864865
680,14000US36047035601,"Census Tract 356.01, Kings, NY",2879,6.703716568252865,57.48523792983675,17.228204237582492,50.50364709968739
681,14000US36047035602,"Census Tract 356.02, Kings, NY",5875,9.27659574468085,50.38297872340426,8.034042553191489,37.85531914893617
682,14000US36047035701,"Census Tract 357.01, Kings, NY",2414,95.44324772162386,56.33802816901409,27.050538525269264,10.066280033140016
683,14000US36047035702,"Census Tract 357.02, Kings, NY",0,,,,
684,14000US36047035900,"Census Tract 359, Kings, NY",5944,90.94885598923284,58.96702557200538,21.954912516823686,6.224764468371467
685,14000US36047036001,"Census Tract 360.01, Kings, NY",3055,15.810147299509001,56.9885433715221,27.692307692307693,37.4468085106383
686,14000US36047036002,"Census Tract 360.02, Kings, NY",4311,12.433310136859198,60.65877986546045,31.3848295059151,46.856877754581305
687,14000US36047036100,"Census Tract 361, Kings, NY",2914,90.5971173644475,42.896362388469456,37.302676733013044,19.045984900480438
688,14000US36047036200,"Census Tract 362, Kings, NY",3866,46.79255043973099,51.99172271081221,23.926539058458356,11.381272633212623
689,14000US36047036300,"Census Tract 363, Kings, NY",5861,94.83023374850708,51.7147244497526,33.100153557413414,13.956662685548542
690,14000US36047036400,"Census Tract 364, Kings, NY",2441,39.36911102007374,52.519459238017205,16.304793117574764,22.08111429741909
691,14000US36047036501,"Census Tract 365.01, Kings, NY",3299,99.33313125189451,53.955744164898455,22.006668687481056,17.217338587450744
692,14000US36047036502,"Census Tract 365.02, Kings, NY",1655,94.74320241691844,58.30815709969789,32.99093655589124,3.323262839879154
693,14000US36047036600,"Census Tract 366, Kings, NY",4315,60.20857473928157,45.51564310544612,33.23290845886443,16.52375434530707
694,14000US36047036700,"Census Tract 367, Kings, NY",1942,77.03398558187436,39.75283213182286,19.87641606591143,6.024716786817714
695,14000US36047036900,"Census Tract 369, Kings, NY",5840,87.36301369863014,48.321917808219176,27.03767123287671,8.133561643835616
696,14000US36047037000,"Census Tract 370, Kings, NY",4358,31.229921982560807,50.04589261128958,16.75080312069757,20.559889857732905
697,14000US36047037100,"Census Tract 371, Kings, NY",5344,86.32110778443113,49.9064371257485,17.17814371257485,6.699101796407185
698,14000US36047037300,"Census Tract 373, Kings, NY",4831,81.12192092734423,56.59283792175533,30.345684123369903,8.818050093148416
699,14000US36047037401,"Census Tract 374.01, Kings, NY",4735,32.29144667370644,51.552270327349525,15.62829989440338,17.993664202745514
700,14000US36047037402,"Census Tract 374.02, Kings, NY",4967,36.64183611838131,52.44614455405677,14.153412522649486,27.843768874572177
701,14000US36047037500,"Census Tract 375, Kings, NY",3269,79.44325481798715,52.58488834505965,13.000917711838483,12.970327317222392
702,14000US36047037700,"Census Tract 377, Kings, NY",5229,83.03690954293364,53.088544654809716,19.085867278638364,14.629948364888124
703,14000US36047037900,"Census Tract 379, Kings, NY",5122,90.21866458414682,55.095665755564234,24.814525575946895,16.614603670441234
704,14000US36047038100,"Census Tract 381, Kings, NY",5605,83.15789473684211,57.430865298840324,21.962533452274755,12.132024977698483
705,14000US36047038200,"Census Tract 382, Kings, NY",6190,92.18093699515347,56.865912762520196,47.81906300484653,13.925686591276252
706,14000US36047038300,"Census Tract 383, Kings, NY",5573,82.97146958550152,53.16705544589988,21.62210658532209,11.91458819307375
707,14000US36047038500,"Census Tract 385, Kings, NY",4556,90.47410008779632,54.56540825285338,12.884108867427567,14.969271290605795
708,14000US36047038600,"Census Tract 386, Kings, NY",3336,58.03357314148681,56.624700239808156,12.140287769784173,12.559952038369305
709,14000US36047038700,"Census Tract 387, Kings, NY",4157,73.49049795525619,51.45537647341833,33.19701707962473,6.75968246331489
710,14000US36047038800,"Census Tract 388, Kings, NY",4691,27.96845022383287,50.37305478575997,18.013216798124066,11.49008740140695
711,14000US36047038900,"Census Tract 389, Kings, NY",3072,55.794270833333336,45.5078125,18.84765625,9.114583333333334
712,14000US36047039000,"Census Tract 390, Kings, NY",2592,8.989197530864198,48.57253086419753,15.856481481481481,18.40277777777778
713,14000US36047039100,"Census Tract 391, Kings, NY",3844,51.43080124869927,49.765868886576484,20.29136316337149,6.789802289281998
714,14000US36047039200,"Census Tract 392, Kings, NY",3370,17.893175074183976,51.632047477744806,8.991097922848665,10.59347181008902
715,14000US36047039300,"Census Tract 393, Kings, NY",4284,65.75630252100841,46.568627450980394,17.15686274509804,3.6181139122315593
716,14000US36047039400,"Census Tract 394, Kings, NY",2184,18.17765567765568,46.74908424908425,29.532967032967033,19.871794871794872
717,14000US36047039500,"Census Tract 395, Kings, NY",3838,59.40594059405941,55.78426263679,31.63105784262637,9.197498697238144
718,14000US36047039600,"Census Tract 396, Kings, NY",2090,14.258373205741627,50.430622009569376,17.320574162679424,12.248803827751196
719,14000US36047039700,"Census Tract 397, Kings, NY",3076,73.95968790637191,54.12873862158648,25.2925877763329,10.663198959687906
720,14000US36047039800,"Census Tract 398, Kings, NY",3103,71.76925555913633,52.014179825974864,17.37028681920722,13.470834676119884
721,14000US36047039900,"Census Tract 399, Kings, NY",4551,82.37749945067019,49.41771039332015,21.467809272687322,11.60184574818721
722,14000US36047040000,"Census Tract 400, Kings, NY",3073,57.43573055645948,54.99511877643996,14.155548324113244,15.847705824926782
723,14000US36047040100,"Census Tract 401, Kings, NY",3423,68.03973122991528,52.67309377738825,33.62547472976921,14.811568799298861
724,14000US36047040200,"Census Tract 402, Kings, NY",2936,68.49455040871935,48.02452316076294,18.66485013623978,17.20027247956403
725,14000US36047040300,"Census Tract 403, Kings, NY",4094,75.01221299462628,59.45285784074255,21.861260381045433,11.406936980947728
726,14000US36047040400,"Census Tract 404, Kings, NY",2563,58.68123293015997,50.60476004682013,13.109637143971907,12.680452594615685
727,14000US36047040500,"Census Tract 405, Kings, NY",1584,69.82323232323232,45.707070707070706,15.972222222222221,7.3232323232323235
728,14000US36047040600,"Census Tract 406, Kings, NY",3992,71.16733466933867,51.82865731462926,13.827655310621243,11.57314629258517
729,14000US36047040700,"Census Tract 407, Kings, NY",0,,,,
730,14000US36047040800,"Census Tract 408, Kings, NY",3862,67.40031071983428,53.0036250647333,9.502848265147591,15.380631796996376
731,14000US36047040900,"Census Tract 409, Kings, NY",4358,76.52592932537861,47.68242312987609,35.31436438733364,11.77145479577788
732,14000US36047041000,"Census Tract 410, Kings, NY",2055,16.447688564476884,49.63503649635037,16.30170316301703,13.527980535279806
733,14000US36047041100,"Census Tract 411, Kings, NY",3778,73.16040232927475,53.44097406034939,18.898888300688196,12.28163049232398
734,14000US36047041200,"Census Tract 412, Kings, NY",3454,44.151708164447015,53.96641574985524,26.25940938042849,13.462651997683844
735,14000US36047041300,"Census Tract 413, Kings, NY",3646,64.37191442676907,49.94514536478332,20.131651124520022,15.249588590235875
736,14000US36047041401,"Census Tract 414.01, Kings, NY",1396,15.18624641833811,51.289398280802295,19.484240687679083,11.60458452722063
737,14000US36047041402,"Census Tract 414.02, Kings, NY",2052,29.970760233918128,53.36257309941521,20.419103313840157,25.243664717348928
738,14000US36047041500,"Census Tract 415, Kings, NY",4472,72.60733452593918,52.37030411449016,20.661896243291594,7.535778175313059
739,14000US36047041600,"Census Tract 416, Kings, NY",2178,28.282828282828284,50.321395775941234,11.15702479338843,16.988062442607898
740,14000US36047041700,"Census Tract 417, Kings, NY",3330,75.97597597597597,51.74174174174174,24.624624624624623,20.42042042042042
741,14000US36047041800,"Census Tract 418, Kings, NY",2785,16.3016157989228,49.371633752244165,18.81508078994614,16.66068222621185
742,14000US36047041900,"Census Tract 419, Kings, NY",3866,80.60010346611485,67.07190894981893,32.12622866011381,8.561821003621313
743,14000US36047042000,"Census Tract 420, Kings, NY",1812,15.176600441501103,52.81456953642384,16.169977924944813,22.626931567328917
744,14000US36047042100,"Census Tract 421, Kings, NY",4505,66.92563817980022,47.30299667036626,15.449500554938957,8.967813540510544
745,14000US36047042200,"Census Tract 422, Kings, NY",3624,38.18984547461368,45.943708609271525,21.274834437086092,13.990066225165563
746,14000US36047042300,"Census Tract 423, Kings, NY",3990,55.53884711779449,54.661654135338345,10.776942355889725,8.320802005012531
747,14000US36047042400,"Census Tract 424, Kings, NY",3753,58.80628830269118,51.74527045030642,15.534239275246469,16.06714628297362
748,14000US36047042500,"Census Tract 425, Kings, NY",3412,53.04806565064478,40.73856975381008,22.303634232121922,0.7620164126611958
749,14000US36047042600,"Census Tract 426, Kings, NY",4782,55.980761187787536,55.62526139690506,24.947720618987873,14.742785445420326
750,14000US36047042700,"Census Tract 427, Kings, NY",4690,52.47334754797441,44.456289978678036,17.46268656716418,6.226012793176972
751,14000US36047042800,"Census Tract 428, Kings, NY",3892,55.36998972250771,52.49229188078109,9.275436793422404,20.092497430626928
752,14000US36047042900,"Census Tract 429, Kings, NY",5558,69.26952141057934,54.89384670744872,25.656711047139257,5.001799208348327
753,14000US36047043000,"Census Tract 430, Kings, NY",3738,54.628143392188335,44.78330658105939,15.783841626538257,11.26270733012306
754,14000US36047043100,"Census Tract 431, Kings, NY",4695,59.233226837060705,50.905218317358894,18.083067092651756,3.9403620873269434
755,14000US36047043200,"Census Tract 432, Kings, NY",4504,57.94849023090586,51.53197158081705,10.546181172291297,12.788632326820604
756,14000US36047043300,"Census Tract 433, Kings, NY",3820,86.2565445026178,55.94240837696335,31.75392670157068,10.31413612565445
757,14000US36047043400,"Census Tract 434, Kings, NY",4014,63.00448430493274,51.86846038863976,30.842052815146985,12.381664175386149
758,14000US36047043500,"Census Tract 435, Kings, NY",5191,82.73935657869389,51.743402041995765,21.787709497206706,6.646118281641303
759,14000US36047043600,"Census Tract 436, Kings, NY",5057,42.37690330235317,52.44215938303342,19.65592248368598,12.813921297211786
760,14000US36047043700,"Census Tract 437, Kings, NY",6041,69.92219831153783,46.94586988909121,19.15245820228439,5.131600728356233
761,14000US36047043800,"Census Tract 438, Kings, NY",2463,19.853836784409257,54.56760048721072,13.926106374340236,16.483962647178238
762,14000US36047043900,"Census Tract 439, Kings, NY",3919,80.42868078591478,49.42587394743557,13.830058688440928,12.707323296759377
763,14000US36047044000,"Census Tract 440, Kings, NY",2952,12.703252032520325,50.10162601626016,19.579945799457995,11.314363143631436
764,14000US36047044100,"Census Tract 441, Kings, NY",5563,74.92360237282043,49.50566241236743,31.583677871651986,11.810174366349091
765,14000US36047044200,"Census Tract 442, Kings, NY",2499,2.0408163265306123,58.103241296518604,19.287715086034414,25.45018007202881
766,14000US36047044300,"Census Tract 443, Kings, NY",4537,50.47388141944016,50.429799426934096,16.57482918227904,7.6261847035486
767,14000US36047044400,"Census Tract 444, Kings, NY",3900,21.41025641025641,50.58974358974359,27.333333333333332,14.435897435897436
768,14000US36047044500,"Census Tract 445, Kings, NY",4519,62.97853507413144,50.36512502766099,15.622925425979199,13.255144943571587
769,14000US36047044600,"Census Tract 446, Kings, NY",2055,60.04866180048662,51.824817518248175,10.656934306569344,8.321167883211679
770,14000US36047044700,"Census Tract 447, Kings, NY",2487,55.166867712102935,54.96582227583434,42.4205870526739,4.0209087253719344
771,14000US36047044800,"Census Tract 448, Kings, NY",1918,16.006256517205422,49.47862356621481,10.531803962460897,28.206465067778936
772,14000US36047044901,"Census Tract 449.01, Kings, NY",2884,66.99029126213593,52.56588072122053,24.445214979195562,11.546463245492372
773,14000US36047044902,"Census Tract 449.02, Kings, NY",0,,,,
774,14000US36047045000,"Census Tract 450, Kings, NY",982,10.285132382892057,50.30549898167006,35.94704684317719,7.2301425661914465
775,14000US36047045200,"Census Tract 452, Kings, NY",2766,11.85827910339841,46.023138105567604,8.387563268257411,19.992769342010124
776,14000US36047045300,"Census Tract 453, Kings, NY",2291,59.144478393714536,37.10170231340026,43.47446529899607,9.515495416848538
777,14000US36047045400,"Census Tract 454, Kings, NY",1737,25.043177892918827,41.393206678180775,14.335060449050086,17.501439263097293
778,14000US36047045600,"Census Tract 456, Kings, NY",2202,40.009082652134424,53.224341507720254,20.481380563124432,18.4377838328792
779,14000US36047045800,"Census Tract 458, Kings, NY",1196,3.3444816053511706,46.48829431438127,12.040133779264215,23.494983277591974
780,14000US36047046000,"Census Tract 460, Kings, NY",3529,51.85604987248512,48.28563332388779,12.52479455936526,11.391328988381979
781,14000US36047046201,"Census Tract 462.01, Kings, NY",2287,28.81504153913424,51.63970266724967,14.123305640577176,21.163095758635766
782,14000US36047046202,"Census Tract 462.02, Kings, NY",1960,11.173469387755102,52.95918367346939,11.326530612244898,12.346938775510203
783,14000US36047046400,"Census Tract 464, Kings, NY",2847,11.204776958201617,43.48436951176677,35.15981735159817,8.71092377941693
784,14000US36047046800,"Census Tract 468, Kings, NY",2213,0.4066877541798464,46.40759150474469,18.66244916403073,15.544509715318572
785,14000US36047047000,"Census Tract 470, Kings, NY",2527,1.5829046299960428,44.16303917688959,12.148793035219628,13.573407202216066
786,14000US36047047200,"Census Tract 472, Kings, NY",3009,6.347623795280824,51.94416749750748,19.54137587238285,14.057826520438685
787,14000US36047047400,"Census Tract 474, Kings, NY",2590,10.463320463320464,45.52123552123552,33.011583011583014,16.138996138996138
788,14000US36047047600,"Census Tract 476, Kings, NY",3132,11.23882503192848,52.298850574712645,15.964240102171138,18.773946360153257
789,14000US36047047700,"Census Tract 477, Kings, NY",4017,25.84017923823749,50.062235499128704,10.53024645257655,5.451829723674384
790,14000US36047047800,"Census Tract 478, Kings, NY",4398,19.326966803092315,52.18281036834925,14.643019554342883,10.527512505684403
791,14000US36047048000,"Census Tract 480, Kings, NY",3324,35.22864019253911,45.54753309265945,37.545126353790614,15.824308062575211
792,14000US36047048100,"Census Tract 481, Kings, NY",3053,43.92400917130691,52.70226007206027,11.43137897150344,9.629872256796594
793,14000US36047048200,"Census Tract 482, Kings, NY",5545,42.091974752028854,53.07484220018034,16.140667267808837,21.136158701532914
794,14000US36047048400,"Census Tract 484, Kings, NY",5889,26.133469179826797,44.40482255051791,21.242995415180847,9.543216165732723
795,14000US36047048500,"Census Tract 485, Kings, NY",2329,38.51438385573207,44.86904250751395,23.100042936882783,5.195362816659511
796,14000US36047048600,"Census Tract 486, Kings, NY",3556,67.77277840269966,46.51293588301462,20.106861642294714,11.192350956130484
797,14000US36047048800,"Census Tract 488, Kings, NY",4420,49.29864253393665,49.90950226244344,13.054298642533936,11.628959276018099
798,14000US36047048900,"Census Tract 489, Kings, NY",3709,80.64168239417633,62.65839849015907,39.17497977891615,13.34591534106228
799,14000US36047049000,"Census Tract 490, Kings, NY",5573,54.42311143010946,48.896465099587296,16.113403911717207,13.027094921945093
800,14000US36047049100,"Census Tract 491, Kings, NY",6993,58.95895895895896,52.79565279565279,34.79193479193479,19.648219648219648
801,14000US36047049200,"Census Tract 492, Kings, NY",2978,44.257891202149096,43.78777703156481,23.74076561450638,12.793821356615178
802,14000US36047049301,"Census Tract 493.01, Kings, NY",2408,73.25581395348837,58.056478405315616,44.47674418604651,16.029900332225914
803,14000US36047049302,"Census Tract 493.02, Kings, NY",5262,68.90916001520334,50.96921322690992,37.40022805017104,14.063093880653744
804,14000US36047049400,"Census Tract 494, Kings, NY",5372,41.306775874906926,44.620253164556964,10.759493670886076,17.53536857781087
805,14000US36047049500,"Census Tract 495, Kings, NY",2546,24.430479183032208,55.65593087195601,18.970934799685782,3.9670070699135898
806,14000US36047049600,"Census Tract 496, Kings, NY",3938,50.711020822752666,50.355510411376336,12.82376841036059,16.023362112747588
807,14000US36047049700,"Census Tract 497, Kings, NY",3076,22.106631989596877,52.828348504551364,5.396618985695708,6.697009102730819
808,14000US36047049800,"Census Tract 498, Kings, NY",4036,62.61149653121903,44.20218037661051,5.649157581764123,11.174430128840436
809,14000US36047049900,"Census Tract 499, Kings, NY",2088,24.61685823754789,48.5632183908046,8.045977011494253,4.549808429118774
810,14000US36047050001,"Census Tract 500.01, Kings, NY",2250,35.111111111111114,51.15555555555556,0.8,17.6
811,14000US36047050002,"Census Tract 500.02, Kings, NY",1966,40.23397761953205,51.78026449643947,2.136317395727365,12.817904374364192
812,14000US36047050100,"Census Tract 501, Kings, NY",3373,36.25852356952268,56.98191520901275,14.616068781500148,9.45745627038245
813,14000US36047050202,"Census Tract 502.02, Kings, NY",2460,16.70731707317073,49.43089430894309,9.83739837398374,22.96747967479675
814,14000US36047050300,"Census Tract 503, Kings, NY",2910,25.395189003436425,45.4639175257732,10.137457044673539,4.364261168384879
815,14000US36047050401,"Census Tract 504.01, Kings, NY",3171,43.740145064648374,51.75023651844844,10.596026490066226,18.227688426363923
816,14000US36047050402,"Census Tract 504.02, Kings, NY",1758,27.133105802047783,53.526734926052335,9.38566552901024,13.594994311717862
817,14000US36047050500,"Census Tract 505, Kings, NY",4136,69.77756286266924,48.500967117988395,27.490328820116055,10.565764023210832
818,14000US36047050600,"Census Tract 506, Kings, NY",5820,67.40549828178695,51.28865979381443,15.49828178694158,14.278350515463918
819,14000US36047050700,"Census Tract 507, Kings, NY",3780,15.661375661375661,45.026455026455025,34.92063492063492,1.402116402116402
820,14000US36047050801,"Census Tract 508.01, Kings, NY",3719,80.42484538854531,53.75100833557408,18.983597741328314,13.068029040064534
821,14000US36047050803,"Census Tract 508.03, Kings, NY",2752,75.07267441860465,42.986918604651166,15.87936046511628,11.954941860465116
822,14000US36047050804,"Census Tract 508.04, Kings, NY",6597,74.21555252387449,56.43474306502956,9.62558738820676,11.095952705775353
823,14000US36047050900,"Census Tract 509, Kings, NY",6003,9.345327336331835,46.72663668165917,56.055305680493085,1.2993503248375813
824,14000US36047051001,"Census Tract 510.01, Kings, NY",4491,93.52037408149633,49.14272990425295,15.475395234914274,11.534179470051214
825,14000US36047051002,"Census Tract 510.02, Kings, NY",4038,86.84992570579494,55.72065378900446,8.246656760772659,14.660723130262506
826,14000US36047051100,"Census Tract 511, Kings, NY",4491,48.140725896236916,51.34713872188822,22.86795813849922,12.80338454687152
827,14000US36047051200,"Census Tract 512, Kings, NY",6470,79.52086553323029,54.38948995363215,16.537867078825347,9.520865533230294
828,14000US36047051300,"Census Tract 513, Kings, NY",5825,47.33047210300429,51.141630901287556,16.240343347639485,10.71244635193133
829,14000US36047051400,"Census Tract 514, Kings, NY",7733,81.26212336738652,55.76102418207682,15.608431397905083,11.21169015905858
830,14000US36047051500,"Census Tract 515, Kings, NY",2812,25.248933143669987,48.790896159317214,7.7524893314367,2.7027027027027026
831,14000US36047051601,"Census Tract 516.01, Kings, NY",5132,84.95713172252533,56.04053000779423,17.673421667965705,10.911925175370227
832,14000US36047051602,"Census Tract 516.02, Kings, NY",3843,91.2047879260994,50.42935206869633,10.200364298724955,15.560759823054905
833,14000US36047051700,"Census Tract 517, Kings, NY",2857,31.29156457822891,52.71263563178159,7.000350017500875,3.150157507875394
834,14000US36047051800,"Census Tract 518, Kings, NY",3455,68.21997105643995,45.55716353111433,11.548480463096961,19.565846599131692
835,14000US36047051900,"Census Tract 519, Kings, NY",5257,27.54422674529199,44.34087882822903,5.89689937226555,4.1278295605858855
836,14000US36047052000,"Census Tract 520, Kings, NY",3951,53.27765122753733,51.9109086307264,11.81979245760567,14.325487218425716
837,14000US36047052300,"Census Tract 523, Kings, NY",5376,50.558035714285715,52.976190476190474,17.057291666666668,14.006696428571429
838,14000US36047052500,"Census Tract 525, Kings, NY",3321,33.664558867810904,51.76151761517615,29.930743751881963,13.459801264679314
839,14000US36047052600,"Census Tract 526, Kings, NY",4366,51.168117269812186,53.66468163078333,13.467704993128722,12.78057718735685
840,14000US36047052700,"Census Tract 527, Kings, NY",6917,58.72488072863958,49.168714760734424,15.555876825213243,14.355934653751627
841,14000US36047052800,"Census Tract 528, Kings, NY",1935,38.19121447028424,47.39018087855297,10.749354005167959,18.96640826873385
842,14000US36047052900,"Census Tract 529, Kings, NY",2920,10.787671232876713,46.678082191780824,45.342465753424655,10.273972602739725
843,14000US36047053000,"Census Tract 530, Kings, NY",4133,33.922090491168646,48.89910476651343,28.260343576094847,12.920396806194049
844,14000US36047053101,"Census Tract 531.01, Kings, NY",2915,11.389365351629502,53.2418524871355,50.39451114922813,4.939965694682676
845,14000US36047053102,"Census Tract 531.02, Kings, NY",6244,5.509288917360666,51.55349135169763,46.09224855861627,0.2242152466367713
846,14000US36047053200,"Census Tract 532, Kings, NY",2759,45.01631025733962,54.51250453062704,15.621602029720913,18.702428416092786
847,14000US36047053300,"Census Tract 533, Kings, NY",6367,0.6753573111355426,52.55222239673316,50.871682110884244,11.41825035338464
848,14000US36047053400,"Census Tract 534, Kings, NY",4927,47.04688451390298,51.512076314187134,17.698396590217172,15.72965293281916
849,14000US36047053500,"Census Tract 535, Kings, NY",4033,7.190676915447558,49.31812546491446,50.781056285643444,4.884701214976444
850,14000US36047053700,"Census Tract 537, Kings, NY",4275,2.409356725146199,44.95906432748538,37.75438596491228,8.491228070175438
851,14000US36047053800,"Census Tract 538, Kings, NY",5759,34.936620941135615,53.15158881750304,10.366383052613301,14.91578399027609
852,14000US36047053900,"Census Tract 539, Kings, NY",2878,20.29186935371786,53.99583043780403,55.38568450312717,17.92911744266852
853,14000US36047054200,"Census Tract 542, Kings, NY",4138,8.74818753020783,47.873368777187046,16.312228129531174,23.997100048332527
854,14000US36047054300,"Census Tract 543, Kings, NY",0,,,,
855,14000US36047054400,"Census Tract 544, Kings, NY",4140,19.492753623188406,51.88405797101449,10.555555555555555,17.1256038647343
856,14000US36047054500,"Census Tract 545, Kings, NY",7650,30.41830065359477,51.790849673202615,62.06535947712418,19.895424836601308
857,14000US36047054600,"Census Tract 546, Kings, NY",5445,29.274563820018365,46.28099173553719,19.228650137741045,19.614325068870524
858,14000US36047054700,"Census Tract 547, Kings, NY",6717,21.497692422212296,48.51868393628108,30.906654756587763,3.5879112699121634
859,14000US36047054800,"Census Tract 548, Kings, NY",2248,7.51779359430605,54.403914590747334,17.126334519572953,18.86120996441281
860,14000US36047054900,"Census Tract 549, Kings, NY",4577,21.41140485033865,51.015949311776275,23.74918068603889,1.4201441992571553
861,14000US36047055000,"Census Tract 550, Kings, NY",3773,19.26848661542539,50.38430956798304,15.531407368142062,15.92896899019348
862,14000US36047055100,"Census Tract 551, Kings, NY",5413,38.536855717716605,50.12008128579346,13.910955108073157,13.892481064104933
863,14000US36047055200,"Census Tract 552, Kings, NY",3625,30.013793103448275,49.57241379310345,11.475862068965517,23.36551724137931
864,14000US36047055300,"Census Tract 553, Kings, NY",3065,37.94453507340946,50.96247960848287,21.500815660685156,7.634584013050571
865,14000US36047055400,"Census Tract 554, Kings, NY",4252,25.117591721542805,51.38758231420508,13.123236124176858,14.111006585136407
866,14000US36047055500,"Census Tract 555, Kings, NY",9345,35.056179775280896,48.91385767790262,6.260032102728732,2.814339218833601
867,14000US36047055600,"Census Tract 556, Kings, NY",4079,16.49914194655553,54.37607256680559,28.708016670752635,13.630791860750184
868,14000US36047055700,"Census Tract 557, Kings, NY",1834,26.826608505997818,46.837513631406765,7.688113413304253,2.780806979280262
