,geoid,name,total_population,poc_percent,female_pop_percent,poverty_level_percent,over_65_percent
56,14000US36005007900,"Census Tract 79, Bronx, NY",7157,90.28922732988683,54.21265893530809,44.543803269526336,8.355456196730474
57,14000US36005008300,"Census Tract 83, Bronx, NY",6121,86.79954255840549,43.60398627675217,21.336382943963404,9.834994281980068
58,14000US36005008400,"Census Tract 84, Bronx, NY",3290,77.41641337386018,51.367781155015194,6.413373860182371,15.379939209726444
59,14000US36005008500,"Census Tract 85, Bronx, NY",5706,86.73326323168594,53.382404486505436,28.829302488608484,8.009113214160532
60,14000US36005008600,"Census Tract 86, Bronx, NY",4134,68.06966618287373,52.75761973875181,40.80793420416062,16.69085631349782
61,14000US36005008700,"Census Tract 87, Bronx, NY",6328,89.52275600505689,49.62073324905183,39.491150442477874,9.939949431099874
62,14000US36005008900,"Census Tract 89, Bronx, NY",3197,88.55176728182671,51.39192993431342,18.923991241789178,18.204566781357524
63,14000US36005009000,"Census Tract 90, Bronx, NY",3693,73.30083942594096,60.059572163552666,32.331437855402115,13.430815055510426
64,14000US36005009200,"Census Tract 92, Bronx, NY",6122,84.28618098660569,48.61156484808886,22.590656648154198,10.846128716105849
65,14000US36005009301,"Census Tract 93.01, Bronx, NY",4928,83.5836038961039,52.67857142857143,34.719967532467535,6.696428571428571
66,14000US36005009302,"Census Tract 93.02, Bronx, NY",566,81.2720848056537,0.0,0.0,1.7667844522968197
67,14000US36005009600,"Census Tract 96, Bronx, NY",2762,79.79724837074583,52.136133236784936,14.735698769007966,21.65097755249819
68,14000US36005009800,"Census Tract 98, Bronx, NY",4818,58.96637608966376,52.53217102532171,14.259028642590286,23.038605230386054
69,14000US36005011000,"Census Tract 110, Bronx, NY",0,,,,
70,14000US36005011502,"Census Tract 115.02, Bronx, NY",4210,90.97387173396675,50.3562945368171,41.25890736342043,12.209026128266034
71,14000US36005011701,"Census Tract 117.01, Bronx, NY",1608,99.37810945273633,57.960199004975124,39.98756218905473,7.08955223880597
72,14000US36005011702,"Census Tract 117.02, Bronx, NY",0,,,,
73,14000US36005011800,"Census Tract 118, Bronx, NY",6041,26.154610163880154,40.73828836285383,6.786955802019533,11.00811123986095
74,14000US36005011900,"Census Tract 119, Bronx, NY",6193,89.74648797028904,46.60100113030841,31.067334086872275,8.719522041014049
75,14000US36005012101,"Census Tract 121.01, Bronx, NY",3267,92.04162840526477,52.80073461891644,27.85430058157331,9.641873278236915
76,14000US36005012102,"Census Tract 121.02, Bronx, NY",1463,91.04579630895421,55.84415584415584,24.606971975393026,16.336295283663706
77,14000US36005012300,"Census Tract 123, Bronx, NY",4582,91.90309908336971,54.73592317765168,15.211697948494107,7.987778262767351
78,14000US36005012500,"Census Tract 125, Bronx, NY",4014,90.73243647234679,47.70802192326856,32.03786746387643,6.87593423019432
79,14000US36005012701,"Census Tract 127.01, Bronx, NY",2207,83.77888536474853,53.19438151336656,28.18305391934753,13.457181694608066
80,14000US36005012901,"Census Tract 129.01, Bronx, NY",4961,82.16085466639791,49.20378955855674,34.58980044345898,10.380971578310824
81,14000US36005013000,"Census Tract 130, Bronx, NY",1297,48.188126445643796,54.12490362374711,24.749421742482653,17.887432536622978
82,14000US36005013100,"Census Tract 131, Bronx, NY",5252,75.97105864432596,53.61766945925362,37.09063214013709,11.233815689261235
83,14000US36005013200,"Census Tract 132, Bronx, NY",7288,60.85345773874863,46.15806805708013,6.682217343578485,13.062568605927552
84,14000US36005013300,"Census Tract 133, Bronx, NY",6236,87.76459268762027,50.33675432969852,23.76523412443874,9.701731879409879
85,14000US36005013500,"Census Tract 135, Bronx, NY",3492,86.99885452462772,67.75486827033218,46.67812142038946,9.421534936998855
86,14000US36005013800,"Census Tract 138, Bronx, NY",3077,47.25381865453364,53.81865453363666,11.764705882352942,19.10952226194345
87,14000US36005014100,"Census Tract 141, Bronx, NY",6384,90.25689223057644,53.49310776942356,32.69110275689223,8.333333333333334
88,14000US36005014300,"Census Tract 143, Bronx, NY",1579,95.37682077264091,56.17479417352755,41.735275490816974,7.7897403419886
89,14000US36005014400,"Census Tract 144, Bronx, NY",5781,82.30409963674104,55.544023525341636,31.793807299775125,17.349939456841376
90,14000US36005014500,"Census Tract 145, Bronx, NY",7002,91.23107683518995,54.75578406169666,43.37332190802628,9.125964010282777
91,14000US36005014701,"Census Tract 147.01, Bronx, NY",5864,88.50613915416098,60.84583901773534,45.2762619372442,7.929740791268759
92,14000US36005014702,"Census Tract 147.02, Bronx, NY",5157,91.11886755865814,57.80492534419236,48.923792902850494,14.717859220477022
93,14000US36005014900,"Census Tract 149, Bronx, NY",4708,87.76550552251487,46.9838572642311,43.45794392523364,8.793542905692439
94,14000US36005015100,"Census Tract 151, Bronx, NY",5311,88.08134061382037,46.84616832988138,33.91075127094709,10.506495951798154
95,14000US36005015200,"Census Tract 152, Bronx, NY",2565,46.27680311890838,45.419103313840154,12.982456140350877,14.42495126705653
96,14000US36005015300,"Census Tract 153, Bronx, NY",4226,93.61097964978703,50.02366303833412,28.230004732607668,8.613345953620446
97,14000US36005015500,"Census Tract 155, Bronx, NY",3089,92.3276141146002,52.638394302363224,25.15377144707025,10.45645840077695
98,14000US36005015700,"Census Tract 157, Bronx, NY",5155,90.04849660523763,47.97284190106693,33.81183317167798,12.35693501454898
99,14000US36005015800,"Census Tract 158, Bronx, NY",1423,47.92691496837667,47.64581869290232,24.947294448348558,18.20098383696416
100,14000US36005015900,"Census Tract 159, Bronx, NY",2164,92.97597042513863,56.469500924214415,33.78003696857671,20.378927911275415
101,14000US36005016000,"Census Tract 160, Bronx, NY",3891,26.985350809560526,51.88897455666924,12.41326137239784,17.39912618864045
102,14000US36005016100,"Census Tract 161, Bronx, NY",4787,94.56862335491958,59.22289534155003,39.96239816168791,19.23960726968874
103,14000US36005016200,"Census Tract 162, Bronx, NY",1712,47.72196261682243,48.71495327102804,6.308411214953271,23.189252336448597
104,14000US36005016300,"Census Tract 163, Bronx, NY",0,,,,
105,14000US36005016400,"Census Tract 164, Bronx, NY",1074,38.361266294227185,49.534450651769085,24.394785847299815,22.905027932960895
106,14000US36005016500,"Census Tract 165, Bronx, NY",1074,81.75046554934823,55.77281191806331,18.528864059590315,3.7243947858473
107,14000US36005016600,"Census Tract 166, Bronx, NY",2397,65.45682102628285,53.31664580725907,13.057989153108052,8.343763037129746
108,14000US36005016700,"Census Tract 167, Bronx, NY",3822,89.90057561486132,52.407116692830975,35.034013605442176,4.814233385661957
109,14000US36005016900,"Census Tract 169, Bronx, NY",1729,91.55581260844419,54.59803354540197,36.61075766338924,7.981492192018508
110,14000US36005017100,"Census Tract 171, Bronx, NY",0,,,,
111,14000US36005017300,"Census Tract 173, Bronx, NY",6373,88.49835242428998,56.551074847010824,40.969715989329984,16.72681625608034
112,14000US36005017500,"Census Tract 175, Bronx, NY",6768,91.11997635933807,57.432033096926716,39.55378250591016,15.144799054373522
113,14000US36005017701,"Census Tract 177.01, Bronx, NY",4554,88.27404479578392,50.28546332894159,45.78392621870883,13.658322353974528
114,14000US36005017702,"Census Tract 177.02, Bronx, NY",5412,88.13747228381375,48.87287509238729,28.399852180339984,11.585365853658537
115,14000US36005017901,"Census Tract 179.01, Bronx, NY",4751,79.58324563249842,51.58913912860451,28.24668490844033,8.124605346242896
116,14000US36005017902,"Census Tract 179.02, Bronx, NY",4138,85.01691638472693,59.64233929434509,31.875302078298695,6.573223779603674
117,14000US36005018101,"Census Tract 181.01, Bronx, NY",3502,96.77327241576242,49.029126213592235,30.611079383209596,5.653912050256996
118,14000US36005018102,"Census Tract 181.02, Bronx, NY",5695,88.99034240561896,50.81650570676032,34.64442493415277,15.697980684811238
119,14000US36005018301,"Census Tract 183.01, Bronx, NY",4657,79.68649345071935,51.01996993772815,15.35323169422375,21.66630878247799
120,14000US36005018302,"Census Tract 183.02, Bronx, NY",3546,94.30344049633389,53.38409475465313,8.71404399323181,8.601240834743372
121,14000US36005018400,"Census Tract 184, Bronx, NY",4057,39.758442198668966,53.04412127187577,8.972146906581218,13.729356667488291
122,14000US36005018501,"Census Tract 185.01, Bronx, NY",3069,96.02476376669925,44.31410883023786,21.342456826327794,3.8449006190941675
123,14000US36005018502,"Census Tract 185.02, Bronx, NY",6503,92.04982315854221,53.99046593879748,44.81008765185299,8.073196986006458
124,14000US36005018900,"Census Tract 189, Bronx, NY",8311,80.7604379737697,53.206593671038384,37.528576585248466,4.379737697028035
125,14000US36005019300,"Census Tract 193, Bronx, NY",7126,89.75582374403592,54.63092899242211,30.71849564973337,8.055009823182711
126,14000US36005019400,"Census Tract 194, Bronx, NY",2162,64.75485661424607,49.629972247918595,17.34505087881591,16.04995374653099
127,14000US36005019500,"Census Tract 195, Bronx, NY",7766,83.58228174092197,49.12438835951584,29.938192119495234,7.8032449137265
128,14000US36005019700,"Census Tract 197, Bronx, NY",7479,73.69969247225565,53.6569060034764,46.20938628158845,8.209653697018318
129,14000US36005019900,"Census Tract 199, Bronx, NY",7899,87.58070641853399,47.48702367388277,34.08026332447145,8.494746170401317
130,14000US36005020000,"Census Tract 200, Bronx, NY",5147,84.51525160287547,49.91257042937634,24.13056149213134,8.89838741014183
131,14000US36005020100,"Census Tract 201, Bronx, NY",3772,90.8271474019088,60.25980911983033,34.51749734888653,10.551431601272535
132,14000US36005020200,"Census Tract 202, Bronx, NY",2372,90.80944350758853,48.102866779089375,19.645868465430016,20.236087689713322
133,14000US36005020400,"Census Tract 204, Bronx, NY",3431,75.86709414164966,50.42261731273681,20.110754881958613,13.49460798600991
134,14000US36005020501,"Census Tract 205.01, Bronx, NY",7267,79.37250584835559,56.90105958442273,54.74060822898032,13.85716251548094
135,14000US36005020502,"Census Tract 205.02, Bronx, NY",2515,94.35387673956262,54.87077534791253,21.829025844930417,15.904572564612327
136,14000US36005020601,"Census Tract 206.01, Bronx, NY",2425,85.36082474226804,53.27835051546392,27.79381443298969,12.082474226804123
137,14000US36005020900,"Census Tract 209, Bronx, NY",4997,88.03281969181509,50.77046227736642,24.814888933360017,9.965979587752651
138,14000US36005021001,"Census Tract 210.01, Bronx, NY",8111,94.23005794599926,46.27049685612132,22.512637159413142,15.053630871655777
139,14000US36005021002,"Census Tract 210.02, Bronx, NY",8192,91.63818359375,55.56640625,19.68994140625,15.93017578125
140,14000US36005021100,"Census Tract 211, Bronx, NY",6036,88.10470510271703,54.93704440026507,30.251822398939694,11.066931742876077
141,14000US36005021200,"Census Tract 212, Bronx, NY",5157,87.5702928058949,53.59705254993213,19.720767888307154,13.72891215823153
142,14000US36005021301,"Census Tract 213.01, Bronx, NY",1397,91.26700071581962,47.95991410164638,21.97566213314245,7.229778095919828
143,14000US36005021302,"Census Tract 213.02, Bronx, NY",5865,93.82779198635976,55.92497868712702,48.388746803069054,24.364876385336743
144,14000US36005021501,"Census Tract 215.01, Bronx, NY",4445,84.04949381327334,58.67266591676041,31.56355455568054,10.011248593925758
145,14000US36005021502,"Census Tract 215.02, Bronx, NY",6772,92.51329001772002,47.29769639692853,33.535144713526286,5.153573538098051
146,14000US36005021601,"Census Tract 216.01, Bronx, NY",4625,83.30810810810812,44.38918918918919,19.63243243243243,8.64864864864865
147,14000US36005021602,"Census Tract 216.02, Bronx, NY",6195,89.79822437449556,48.76513317191284,19.854721549636803,12.865213882163035
148,14000US36005021700,"Census Tract 217, Bronx, NY",5220,91.34099616858238,48.02681992337165,24.32950191570881,5.363984674329502
149,14000US36005021800,"Census Tract 218, Bronx, NY",6154,85.66785830354242,53.184920376990576,29.62300942476438,13.763405914852129
150,14000US36005021900,"Census Tract 219, Bronx, NY",963,91.79646936656282,39.46002076843198,21.806853582554517,16.510903426791277
151,14000US36005022000,"Census Tract 220, Bronx, NY",1917,86.80229525299949,50.182576943140326,45.48774126238915,6.520605112154408
152,14000US36005022101,"Census Tract 221.01, Bronx, NY",4030,89.33002481389578,51.16625310173697,39.62779156327544,8.883374689826303
153,14000US36005022102,"Census Tract 221.02, Bronx, NY",5995,85.28773978315263,53.127606338615514,28.140116763969974,5.221017514595497
154,14000US36005022200,"Census Tract 222, Bronx, NY",3169,91.13284947933101,49.28999684443042,23.982328810350268,8.3622593878195
155,14000US36005022300,"Census Tract 223, Bronx, NY",5553,76.87736358725013,55.93372951557716,29.695660003601656,11.561318206374933
156,14000US36005022401,"Census Tract 224.01, Bronx, NY",2517,77.83075089392133,53.31744139849027,15.21652761223679,16.368692888359156
157,14000US36005022403,"Census Tract 224.03, Bronx, NY",3061,80.46390068605031,53.217902646194055,9.441359032995752,10.878797778503756
158,14000US36005022404,"Census Tract 224.04, Bronx, NY",4736,78.42060810810811,53.272804054054056,12.943412162162161,11.338682432432432
159,14000US36005022500,"Census Tract 225, Bronx, NY",8818,81.06146518484917,54.10523928328419,21.671580857337265,7.802222726241778
160,14000US36005022701,"Census Tract 227.01, Bronx, NY",4831,95.342579176154,58.74560132477748,32.74684330366384,10.08072862761333
161,14000US36005022702,"Census Tract 227.02, Bronx, NY",1451,84.63128876636802,52.44658855961406,52.997932460372155,13.92143349414197
162,14000US36005022703,"Census Tract 227.03, Bronx, NY",1991,56.604721245605226,56.85585133098945,32.546459065796085,8.287292817679559
163,14000US36005022800,"Census Tract 228, Bronx, NY",6207,74.4643144836475,49.23473497663928,15.56307394876752,13.71032705010472
164,14000US36005022901,"Census Tract 229.01, Bronx, NY",5530,88.15551537070525,46.03978300180832,27.811934900542497,5.822784810126582
165,14000US36005022902,"Census Tract 229.02, Bronx, NY",3710,80.08086253369272,51.85983827493261,34.98652291105121,7.547169811320755
166,14000US36005023000,"Census Tract 230, Bronx, NY",2963,74.85656429294635,47.68815389807627,26.83091461356733,7.256159298008775
167,14000US36005023100,"Census Tract 231, Bronx, NY",1696,78.89150943396227,46.93396226415094,30.778301886792452,12.028301886792454
168,14000US36005023200,"Census Tract 232, Bronx, NY",2517,59.872864521255465,52.08581644815256,22.884386174016687,13.230035756853397
169,14000US36005023301,"Census Tract 233.01, Bronx, NY",4177,94.49365573378023,56.38017716064161,22.647833373234377,10.988747905195115
170,14000US36005023302,"Census Tract 233.02, Bronx, NY",3982,84.25414364640883,49.874434957307884,32.04419889502763,6.83073832245103
171,14000US36005023501,"Census Tract 235.01, Bronx, NY",3325,95.72932330827068,57.26315789473684,45.59398496240601,11.548872180451127
172,14000US36005023502,"Census Tract 235.02, Bronx, NY",4628,81.35263612791702,58.146067415730336,16.832324978392393,14.239412273120138
173,14000US36005023600,"Census Tract 236, Bronx, NY",1602,75.53058676654182,46.37952559300874,12.047440699126092,13.046192259675406
