geoid,name,B29001001,"B29001001, Error",B29001002,"B29001002, Error",B29001003,"B29001003, Error",B29001004,"B29001004, Error",B29001005,"B29001005, Error"
14000US36081047300,"Census Tract 473, Queens, NY",2065,339,146,94,702,192,658,193,559,140
14000US36081047500,"Census Tract 475, Queens, NY",2557,395,539,152,587,182,883,182,548,201
14000US36081047600,"Census Tract 476, Queens, NY",1167,239,180,87,166,46,504,180,317,80
14000US36081047801,"Census Tract 478.01, Queens, NY",3057,617,288,124,663,246,1046,354,1060,456
14000US36081047802,"Census Tract 478.02, Queens, NY",635,302,92,132,281,80,239,179,23,39
14000US36081047900,"Census Tract 479, Queens, NY",2410,378,432,179,612,219,859,216,507,160
14000US36081048000,"Census Tract 480, Queens, NY",1812,396,333,134,364,132,678,143,437,286
14000US36081048100,"Census Tract 481, Queens, NY",3553,873,640,303,882,405,1263,468,768,259
14000US36081048200,"Census Tract 482, Queens, NY",1065,230,207,70,199,146,417,119,242,76
14000US36081048301,"Census Tract 483.01, Queens, NY",964,233,196,83,316,101,335,139,117,88
14000US36081048302,"Census Tract 483.02, Queens, NY",830,185,277,105,264,124,216,70,73,70
14000US36081048400,"Census Tract 484, Queens, NY",3426,588,954,391,649,181,1189,251,634,183
14000US36081048500,"Census Tract 485, Queens, NY",2406,538,377,161,813,509,671,199,545,152
14000US36081048900,"Census Tract 489, Queens, NY",485,149,135,69,69,43,189,83,92,48
14000US36081049201,"Census Tract 492.01, Queens, NY",2176,327,299,159,667,165,703,201,507,143
14000US36081049202,"Census Tract 492.02, Queens, NY",1627,495,422,315,388,147,399,159,418,170
14000US36081049301,"Census Tract 493.01, Queens, NY",1403,251,268,86,243,78,649,142,243,115
14000US36081049302,"Census Tract 493.02, Queens, NY",1714,256,323,164,501,104,434,110,456,128
14000US36081049500,"Census Tract 495, Queens, NY",1042,195,213,129,215,81,366,131,248,91
14000US36081049600,"Census Tract 496, Queens, NY",2507,481,528,272,659,177,851,183,469,119
14000US36081049700,"Census Tract 497, Queens, NY",1558,417,325,179,286,124,701,282,246,81
14000US36081049900,"Census Tract 499, Queens, NY",3260,436,798,229,810,214,1154,193,498,167
14000US36081050000,"Census Tract 500, Queens, NY",3137,481,656,162,923,323,1038,210,520,158
14000US36081050201,"Census Tract 502.01, Queens, NY",1067,256,290,148,226,97,328,96,223,90
14000US36081050202,"Census Tract 502.02, Queens, NY",868,147,172,82,208,75,321,61,167,68
14000US36081050400,"Census Tract 504, Queens, NY",1109,248,122,70,308,92,469,148,210,92
14000US36081050500,"Census Tract 505, Queens, NY",1135,307,245,160,235,86,434,161,221,88
14000US36081050600,"Census Tract 506, Queens, NY",1168,273,279,97,194,103,438,131,257,110
14000US36081050700,"Census Tract 507, Queens, NY",2638,406,472,170,609,211,1105,274,452,111
14000US36081050800,"Census Tract 508, Queens, NY",1576,316,314,117,409,153,473,132,380,107
14000US36081051000,"Census Tract 510, Queens, NY",1152,233,187,105,247,94,452,107,266,70
14000US36081051100,"Census Tract 511, Queens, NY",1663,347,347,124,345,100,664,203,307,88
14000US36081051200,"Census Tract 512, Queens, NY",2006,483,752,319,285,91,624,169,345,201
14000US36081051300,"Census Tract 513, Queens, NY",1721,319,274,138,483,147,658,162,306,103
14000US36081051500,"Census Tract 515, Queens, NY",2208,319,352,150,604,173,925,187,327,84
14000US36081051600,"Census Tract 516, Queens, NY",1194,248,305,135,232,116,388,118,269,120
14000US36081051700,"Census Tract 517, Queens, NY",1271,342,197,116,344,121,559,226,171,71
14000US36081051800,"Census Tract 518, Queens, NY",1973,421,649,299,393,107,652,173,279,98
14000US36081052000,"Census Tract 520, Queens, NY",1089,251,241,157,312,104,355,90,181,57
14000US36081052100,"Census Tract 521, Queens, NY",1480,244,258,108,297,109,695,147,230,78
14000US36081052200,"Census Tract 522, Queens, NY",1220,175,166,73,328,104,476,145,250,91
14000US36081052400,"Census Tract 524, Queens, NY",1678,218,494,166,480,129,529,102,175,50
14000US36081052500,"Census Tract 525, Queens, NY",1548,217,362,122,376,98,547,147,263,82
14000US36081052600,"Census Tract 526, Queens, NY",1738,298,309,82,447,144,675,209,307,99
14000US36081052800,"Census Tract 528, Queens, NY",1079,227,48,38,414,142,364,123,253,114
14000US36081053000,"Census Tract 530, Queens, NY",1763,327,474,98,486,191,538,136,265,62
14000US36081053100,"Census Tract 531, Queens, NY",2376,488,619,226,395,175,1083,311,279,175
14000US36081053200,"Census Tract 532, Queens, NY",1410,274,378,125,275,106,460,123,297,89
14000US36081053401,"Census Tract 534.01, Queens, NY",1488,232,346,162,229,95,499,105,414,99
14000US36081053501,"Census Tract 535.01, Queens, NY",932,361,115,45,233,89,496,331,88,64
14000US36081053502,"Census Tract 535.02, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081053601,"Census Tract 536.01, Queens, NY",1502,453,266,131,233,72,395,98,608,403
14000US36081053800,"Census Tract 538, Queens, NY",1131,266,157,78,397,127,334,89,243,122
14000US36081053901,"Census Tract 539.01, Queens, NY",3067,462,760,284,988,345,939,207,380,104
14000US36081053902,"Census Tract 539.02, Queens, NY",138,75,35,55,103,63,0,13,0,13
14000US36081054000,"Census Tract 540, Queens, NY",2795,594,596,357,717,244,1049,283,433,169
14000US36081054200,"Census Tract 542, Queens, NY",4062,736,795,202,856,249,1222,250,1189,629
14000US36081054500,"Census Tract 545, Queens, NY",2195,500,487,162,653,190,768,324,287,156
14000US36081054700,"Census Tract 547, Queens, NY",3239,510,1183,269,835,214,868,207,353,215
14000US36081054800,"Census Tract 548, Queens, NY",1848,326,322,95,417,106,678,167,431,149
14000US36081054900,"Census Tract 549, Queens, NY",2536,483,875,276,718,186,627,222,316,122
14000US36081055100,"Census Tract 551, Queens, NY",2598,400,946,296,514,134,835,166,303,147
14000US36081055200,"Census Tract 552, Queens, NY",1825,384,428,205,408,182,529,157,460,144
14000US36081055300,"Census Tract 553, Queens, NY",1602,228,468,119,615,153,331,111,188,76
14000US36081055400,"Census Tract 554, Queens, NY",1716,304,385,140,384,86,613,189,334,71
14000US36081055500,"Census Tract 555, Queens, NY",1455,262,308,72,382,106,511,172,254,126
14000US36081055600,"Census Tract 556, Queens, NY",1859,278,365,192,362,79,616,139,516,174
14000US36081055700,"Census Tract 557, Queens, NY",2805,470,885,310,819,270,878,250,223,109
14000US36081055800,"Census Tract 558, Queens, NY",1566,353,307,142,237,85,633,177,389,173
14000US36081055900,"Census Tract 559, Queens, NY",725,221,340,114,140,62,149,89,96,78
14000US36081056000,"Census Tract 560, Queens, NY",968,265,157,84,192,67,313,102,306,132
14000US36081056100,"Census Tract 561, Queens, NY",12,17,4,6,0,13,8,12,0,13
14000US36081056200,"Census Tract 562, Queens, NY",1218,278,191,85,165,56,376,153,486,207
14000US36081056400,"Census Tract 564, Queens, NY",920,271,204,135,124,89,275,77,317,123
14000US36081056500,"Census Tract 565, Queens, NY",1219,259,388,229,287,95,414,91,130,44
14000US36081056600,"Census Tract 566, Queens, NY",1038,370,113,67,135,63,318,80,472,362
14000US36081056700,"Census Tract 567, Queens, NY",3277,591,453,226,1074,323,1246,275,504,175
14000US36081056800,"Census Tract 568, Queens, NY",3981,580,848,203,633,246,1655,347,845,186
14000US36081057700,"Census Tract 577, Queens, NY",2437,533,666,399,541,171,787,254,443,236
14000US36081057900,"Census Tract 579, Queens, NY",1066,259,212,121,298,88,345,115,211,88
14000US36081058000,"Census Tract 580, Queens, NY",3035,538,658,241,692,201,1054,320,631,145
14000US36081058100,"Census Tract 581, Queens, NY",2238,609,550,215,487,178,835,294,366,268
14000US36081058200,"Census Tract 582, Queens, NY",3719,416,888,188,562,135,1229,260,1040,246
14000US36081058300,"Census Tract 583, Queens, NY",2466,403,448,129,737,197,874,245,407,165
14000US36081058500,"Census Tract 585, Queens, NY",3214,453,934,280,842,248,1150,274,288,118
14000US36081058700,"Census Tract 587, Queens, NY",2114,312,393,97,604,169,822,205,295,203
14000US36081058900,"Census Tract 589, Queens, NY",3126,479,868,298,1050,192,850,361,358,135
14000US36081059000,"Census Tract 590, Queens, NY",920,182,183,78,130,72,307,96,300,154
14000US36081059100,"Census Tract 591, Queens, NY",3667,580,814,281,1064,358,1027,300,762,276
14000US36081059200,"Census Tract 592, Queens, NY",1208,222,238,65,226,123,498,110,246,118
14000US36081059300,"Census Tract 593, Queens, NY",2708,597,730,353,699,172,900,312,379,124
14000US36081059400,"Census Tract 594, Queens, NY",1310,255,132,58,380,141,480,112,318,82
14000US36081059501,"Census Tract 595.01, Queens, NY",1233,309,126,91,481,249,476,167,150,104
14000US36081059502,"Census Tract 595.02, Queens, NY",1787,363,679,284,169,113,730,109,209,208
14000US36081059600,"Census Tract 596, Queens, NY",1260,279,162,82,260,103,312,102,526,203
14000US36081059800,"Census Tract 598, Queens, NY",935,220,197,64,211,87,319,115,208,47
14000US36081059900,"Census Tract 599, Queens, NY",915,155,211,86,146,57,363,98,195,68
14000US36081060000,"Census Tract 600, Queens, NY",904,149,145,45,146,42,338,86,275,101
14000US36081060100,"Census Tract 601, Queens, NY",1203,206,159,60,458,127,389,89,197,55
14000US36081060300,"Census Tract 603, Queens, NY",1299,267,272,131,426,154,383,178,218,74
14000US36081060600,"Census Tract 606, Queens, NY",957,219,56,70,189,99,371,116,341,58
14000US36081060701,"Census Tract 607.01, Queens, NY",14,23,0,13,0,13,14,23,0,13
14000US36081060800,"Census Tract 608, Queens, NY",1220,236,287,89,203,88,465,116,265,69
14000US36081061000,"Census Tract 610, Queens, NY",1312,200,328,120,115,55,605,136,264,110
14000US36081061200,"Census Tract 612, Queens, NY",1724,358,267,113,418,182,609,146,430,95
14000US36081061301,"Census Tract 613.01, Queens, NY",3540,478,752,206,1004,283,1262,212,522,152
14000US36081061302,"Census Tract 613.02, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081061400,"Census Tract 614, Queens, NY",1027,191,193,50,185,55,439,178,210,64
14000US36081061601,"Census Tract 616.01, Queens, NY",2006,313,323,188,533,173,580,189,570,118
14000US36081061602,"Census Tract 616.02, Queens, NY",839,130,112,40,201,82,298,71,228,89
14000US36081061800,"Census Tract 618, Queens, NY",1416,198,257,98,362,120,475,114,322,77
14000US36081061900,"Census Tract 619, Queens, NY",2199,727,507,271,727,351,488,191,477,216
14000US36081062000,"Census Tract 620, Queens, NY",1319,231,228,120,324,100,368,138,399,158
14000US36081062100,"Census Tract 621, Queens, NY",1782,316,310,155,506,160,577,154,389,169
14000US36081062200,"Census Tract 622, Queens, NY",1692,256,273,88,361,140,658,126,400,104
14000US36081062300,"Census Tract 623, Queens, NY",1532,260,302,142,320,100,661,166,249,83
14000US36081062400,"Census Tract 624, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081062500,"Census Tract 625, Queens, NY",1771,348,375,139,392,140,504,150,500,243
14000US36081062600,"Census Tract 626, Queens, NY",2181,336,424,171,578,185,797,155,382,91
14000US36081062700,"Census Tract 627, Queens, NY",1926,344,352,141,406,163,798,223,370,154
14000US36081062900,"Census Tract 629, Queens, NY",2208,396,427,131,620,176,749,148,412,276
14000US36081063000,"Census Tract 630, Queens, NY",1274,257,214,105,265,76,554,153,241,97
14000US36081063200,"Census Tract 632, Queens, NY",1965,252,389,130,460,127,688,138,428,127
14000US36081063301,"Census Tract 633.01, Queens, NY",1056,163,206,77,258,109,454,90,138,38
14000US36081063302,"Census Tract 633.02, Queens, NY",1289,340,89,39,435,156,414,131,351,179
14000US36081063500,"Census Tract 635, Queens, NY",1698,243,274,75,420,109,680,185,324,104
14000US36081063700,"Census Tract 637, Queens, NY",2548,496,330,119,401,181,1043,285,774,322
14000US36081063800,"Census Tract 638, Queens, NY",2544,594,394,143,731,264,882,157,537,288
14000US36081063900,"Census Tract 639, Queens, NY",2269,666,396,191,556,171,884,307,433,216
14000US36081064101,"Census Tract 641.01, Queens, NY",1740,235,249,117,388,114,608,110,495,96
14000US36081064102,"Census Tract 641.02, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081064500,"Census Tract 645, Queens, NY",1309,192,200,51,323,136,543,111,243,63
14000US36081064600,"Census Tract 646, Queens, NY",2624,378,367,104,689,181,944,185,624,123
14000US36081065000,"Census Tract 650, Queens, NY",2165,373,332,109,562,177,694,164,577,165
14000US36081065401,"Census Tract 654.01, Queens, NY",2530,335,578,177,798,145,859,164,295,89
14000US36081065402,"Census Tract 654.02, Queens, NY",23,40,0,13,13,23,10,17,0,13
14000US36081065501,"Census Tract 655.01, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081065600,"Census Tract 656, Queens, NY",3645,639,663,212,748,252,1321,334,913,249
14000US36081065702,"Census Tract 657.02, Queens, NY",916,153,147,66,187,84,412,91,170,64
14000US36081065703,"Census Tract 657.03, Queens, NY",2282,888,230,150,455,136,598,150,999,823
14000US36081065900,"Census Tract 659, Queens, NY",1610,308,204,89,469,190,532,151,405,82
14000US36081066000,"Census Tract 660, Queens, NY",2513,373,629,181,639,263,792,191,453,151
14000US36081066100,"Census Tract 661, Queens, NY",1284,209,119,56,305,110,423,81,437,137
14000US36081066301,"Census Tract 663.01, Queens, NY",2190,249,256,64,385,95,840,104,709,192
14000US36081066302,"Census Tract 663.02, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081066401,"Census Tract 664.01, Queens, NY",1203,396,136,145,395,166,370,123,302,128
14000US36081066402,"Census Tract 664.02, Queens, NY",2239,425,365,205,366,188,1138,265,370,234
14000US36081066403,"Census Tract 664.03, Queens, NY",3835,686,821,344,1020,359,1356,371,638,260
14000US36081066404,"Census Tract 664.04, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081066501,"Census Tract 665.01, Queens, NY",2874,482,172,82,573,211,1162,298,967,272
14000US36081066701,"Census Tract 667.01, Queens, NY",1911,382,493,210,306,115,681,163,431,192
14000US36081066900,"Census Tract 669, Queens, NY",1058,172,164,59,269,96,350,106,275,97
14000US36081067100,"Census Tract 671, Queens, NY",2028,284,302,106,408,125,843,156,475,94
14000US36081067700,"Census Tract 677, Queens, NY",1410,233,120,37,350,112,474,84,466,196
14000US36081067900,"Census Tract 679, Queens, NY",2808,406,476,208,745,252,845,212,742,250
14000US36081068000,"Census Tract 680, Queens, NY",3952,591,623,208,944,237,1668,399,717,247
14000US36081068200,"Census Tract 682, Queens, NY",797,170,157,72,214,86,279,81,147,57
14000US36081068300,"Census Tract 683, Queens, NY",2606,320,326,81,534,125,815,178,931,235
14000US36081068700,"Census Tract 687, Queens, NY",2918,482,353,130,593,191,1330,450,642,146
14000US36081069000,"Census Tract 690, Queens, NY",2713,495,572,199,793,251,735,212,613,211
14000US36081069300,"Census Tract 693, Queens, NY",2033,463,385,176,632,301,669,116,347,86
14000US36081069400,"Census Tract 694, Queens, NY",2677,513,541,215,621,216,857,215,658,209
14000US36081069500,"Census Tract 695, Queens, NY",1594,287,187,72,373,106,570,148,464,103
14000US36081069701,"Census Tract 697.01, Queens, NY",2778,318,443,142,944,193,801,193,590,148
14000US36081069702,"Census Tract 697.02, Queens, NY",2654,417,450,221,625,148,836,212,743,207
14000US36081070300,"Census Tract 703, Queens, NY",1576,277,228,86,453,140,392,103,503,212
14000US36081070700,"Census Tract 707, Queens, NY",1919,209,185,62,398,105,710,140,626,141
14000US36081070900,"Census Tract 709, Queens, NY",2053,285,257,120,743,218,596,114,457,128
14000US36081071100,"Census Tract 711, Queens, NY",4540,574,790,423,941,268,1409,280,1400,336
14000US36081071303,"Census Tract 713.03, Queens, NY",3712,428,464,204,1378,347,1186,225,684,204
14000US36081071304,"Census Tract 713.04, Queens, NY",4518,546,791,297,1118,348,1370,286,1239,294
14000US36081071305,"Census Tract 713.05, Queens, NY",2804,454,734,316,721,248,931,269,418,165
14000US36081071306,"Census Tract 713.06, Queens, NY",4403,746,850,368,1471,617,1210,248,872,165
14000US36081071600,"Census Tract 716, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081071701,"Census Tract 717.01, Queens, NY",3389,550,299,149,987,465,1085,285,1018,287
14000US36081071702,"Census Tract 717.02, Queens, NY",2787,351,524,132,491,162,1052,219,720,163
14000US36081071900,"Census Tract 719, Queens, NY",1957,375,322,145,409,163,735,194,491,176
14000US36081072100,"Census Tract 721, Queens, NY",2885,364,298,122,686,263,927,228,974,232
14000US36081072300,"Census Tract 723, Queens, NY",1558,265,111,46,452,256,520,64,475,61
14000US36081072900,"Census Tract 729, Queens, NY",1055,160,97,51,316,112,416,109,226,79
14000US36081073100,"Census Tract 731, Queens, NY",1145,186,202,73,249,63,399,96,295,90
14000US36081073700,"Census Tract 737, Queens, NY",1470,218,169,95,448,134,405,82,448,162
14000US36081073900,"Census Tract 739, Queens, NY",4049,560,458,207,1099,384,1514,488,978,263
14000US36081074100,"Census Tract 741, Queens, NY",2348,479,285,198,466,111,914,314,683,138
14000US36081074300,"Census Tract 743, Queens, NY",3141,706,673,499,722,195,1072,246,674,140
14000US36081074500,"Census Tract 745, Queens, NY",2375,594,430,224,440,178,737,351,768,182
14000US36081074700,"Census Tract 747, Queens, NY",2182,422,324,106,534,207,740,252,584,149
14000US36081074900,"Census Tract 749, Queens, NY",904,106,75,37,181,64,402,109,246,64
14000US36081075701,"Census Tract 757.01, Queens, NY",3352,441,215,103,1023,228,1138,346,976,208
14000US36081075702,"Census Tract 757.02, Queens, NY",4084,826,560,380,958,196,1114,287,1452,434
14000US36081076901,"Census Tract 769.01, Queens, NY",3241,562,196,102,781,214,1553,468,711,198
14000US36081076902,"Census Tract 769.02, Queens, NY",727,114,174,69,292,87,130,35,131,67
14000US36081077300,"Census Tract 773, Queens, NY",1606,234,253,108,367,164,522,145,464,95
14000US36081077500,"Census Tract 775, Queens, NY",1726,341,282,142,381,131,615,250,448,156
14000US36081077902,"Census Tract 779.02, Queens, NY",3458,687,694,312,768,185,1094,413,902,225
14000US36081077903,"Census Tract 779.03, Queens, NY",2256,503,323,160,640,179,921,402,372,133
14000US36081077904,"Census Tract 779.04, Queens, NY",3605,625,846,297,1070,389,913,285,776,243
14000US36081077905,"Census Tract 779.05, Queens, NY",2217,557,497,298,313,123,705,347,702,203
14000US36081077906,"Census Tract 779.06, Queens, NY",1998,359,444,159,469,146,491,156,594,168
14000US36081077907,"Census Tract 779.07, Queens, NY",1983,505,641,206,399,135,407,178,536,408
14000US36081077908,"Census Tract 779.08, Queens, NY",1929,321,715,223,417,148,476,165,321,108
14000US36081078800,"Census Tract 788, Queens, NY",1264,429,279,184,347,162,346,116,292,162
14000US36081079000,"Census Tract 790, Queens, NY",1572,305,412,134,327,120,524,110,309,224
14000US36081079200,"Census Tract 792, Queens, NY",1812,405,359,163,421,154,550,153,482,188
14000US36081079300,"Census Tract 793, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081079701,"Census Tract 797.01, Queens, NY",3155,525,483,260,505,177,953,325,1214,292
14000US36081079702,"Census Tract 797.02, Queens, NY",1722,370,356,116,379,155,621,202,366,128
14000US36081079900,"Census Tract 799, Queens, NY",1191,303,186,106,289,186,509,166,207,88
14000US36081080301,"Census Tract 803.01, Queens, NY",1332,265,240,111,429,164,400,190,263,110
14000US36081080302,"Census Tract 803.02, Queens, NY",2364,716,429,169,160,85,743,219,1032,675
14000US36081080900,"Census Tract 809, Queens, NY",4607,649,874,271,1178,377,1604,314,951,356
14000US36081081400,"Census Tract 814, Queens, NY",3098,604,871,192,702,283,1247,283,278,148
14000US36081081800,"Census Tract 818, Queens, NY",2818,532,637,174,673,214,943,219,565,167
14000US36081083700,"Census Tract 837, Queens, NY",2913,570,543,278,674,228,802,220,894,353
14000US36081083800,"Census Tract 838, Queens, NY",3919,741,831,273,921,298,1671,429,496,182
14000US36081084000,"Census Tract 840, Queens, NY",4886,742,857,283,1011,260,2115,440,903,287
14000US36081084500,"Census Tract 845, Queens, NY",2995,550,532,236,604,285,629,200,1230,298
14000US36081084601,"Census Tract 846.01, Queens, NY",2102,311,349,141,577,134,821,186,355,100
14000US36081084602,"Census Tract 846.02, Queens, NY",834,328,303,141,185,157,289,97,57,45
14000US36081084901,"Census Tract 849.01, Queens, NY",575,187,41,40,114,83,165,109,255,140
14000US36081084902,"Census Tract 849.02, Queens, NY",1260,403,141,121,351,161,480,208,288,143
14000US36081085300,"Census Tract 853, Queens, NY",2848,736,429,190,448,260,1017,296,954,481
14000US36081085500,"Census Tract 855, Queens, NY",3329,685,739,384,529,221,1027,349,1034,307
14000US36081085700,"Census Tract 857, Queens, NY",2641,586,409,206,746,359,634,199,852,226
14000US36081085900,"Census Tract 859, Queens, NY",2464,749,285,153,507,215,1076,604,596,216
14000US36081086100,"Census Tract 861, Queens, NY",1009,155,158,70,247,73,247,79,357,110
14000US36081086300,"Census Tract 863, Queens, NY",3064,678,605,278,758,293,1273,472,428,214
14000US36081086400,"Census Tract 864, Queens, NY",1727,281,440,137,472,142,580,150,235,81
14000US36081086500,"Census Tract 865, Queens, NY",2573,571,389,242,555,425,608,196,1021,324
14000US36081086900,"Census Tract 869, Queens, NY",626,278,95,70,229,214,171,69,131,157
14000US36081087100,"Census Tract 871, Queens, NY",1832,271,523,146,376,182,441,127,492,157
14000US36081088400,"Census Tract 884, Queens, NY",7225,919,688,221,1858,376,2652,531,2027,547
14000US36081088902,"Census Tract 889.02, Queens, NY",2949,753,322,253,768,440,1015,383,844,320
14000US36081088903,"Census Tract 889.03, Queens, NY",3539,726,453,336,584,229,1726,448,776,292
14000US36081089201,"Census Tract 892.01, Queens, NY",7127,1034,925,275,1513,654,2572,472,2117,312
14000US36081089202,"Census Tract 892.02, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081090700,"Census Tract 907, Queens, NY",832,219,94,68,257,62,171,62,310,176
14000US36081091602,"Census Tract 916.02, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081091603,"Census Tract 916.03, Queens, NY",3027,857,631,437,434,90,1123,407,839,176
14000US36081091604,"Census Tract 916.04, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081091800,"Census Tract 918, Queens, NY",13,12,0,13,0,13,5,8,8,6
14000US36081091900,"Census Tract 919, Queens, NY",3454,845,359,129,787,332,887,260,1421,530
14000US36081092200,"Census Tract 922, Queens, NY",1643,169,232,78,301,108,673,97,437,68
14000US36081092500,"Census Tract 925, Queens, NY",1766,525,332,218,595,324,475,170,364,108
14000US36081092800,"Census Tract 928, Queens, NY",3029,558,578,371,522,167,1114,200,815,215
14000US36081092900,"Census Tract 929, Queens, NY",4814,848,636,295,1400,484,1584,422,1194,488
14000US36081093401,"Census Tract 934.01, Queens, NY",3069,531,346,98,822,506,1145,222,756,144
14000US36081093402,"Census Tract 934.02, Queens, NY",3235,568,416,187,875,293,1205,305,739,226
14000US36081093800,"Census Tract 938, Queens, NY",4243,550,405,178,704,282,1829,368,1305,300
14000US36081093900,"Census Tract 939, Queens, NY",3545,627,732,254,1013,314,1139,255,661,196
14000US36081094201,"Census Tract 942.01, Queens, NY",2230,391,276,103,619,180,1002,269,333,133
14000US36081094202,"Census Tract 942.02, Queens, NY",3791,561,929,288,1105,249,1303,294,454,209
14000US36081094203,"Census Tract 942.03, Queens, NY",5138,734,795,372,811,265,1792,605,1740,384
14000US36081094500,"Census Tract 945, Queens, NY",2524,512,358,166,475,166,711,187,980,396
14000US36081094700,"Census Tract 947, Queens, NY",1241,208,335,128,337,103,387,88,182,71
14000US36081095400,"Census Tract 954, Queens, NY",4079,503,942,271,1340,313,1235,240,562,152
14000US36081096400,"Census Tract 964, Queens, NY",4559,596,547,280,1320,279,1737,262,955,390
14000US36081097202,"Census Tract 972.02, Queens, NY",2415,471,925,342,602,162,654,110,234,64
14000US36081097204,"Census Tract 972.04, Queens, NY",2541,403,316,152,666,212,775,164,784,203
14000US36081097205,"Census Tract 972.05, Queens, NY",2016,363,477,264,491,170,778,216,270,134
14000US36081097206,"Census Tract 972.06, Queens, NY",1818,450,344,193,315,160,957,420,202,144
14000US36081097207,"Census Tract 972.07, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081097300,"Census Tract 973, Queens, NY",1807,343,202,104,432,126,597,145,576,151
14000US36081098100,"Census Tract 981, Queens, NY",1729,237,250,72,349,103,702,142,428,115
14000US36081098700,"Census Tract 987, Queens, NY",2135,290,360,87,386,123,860,136,529,158
14000US36081099100,"Census Tract 991, Queens, NY",5560,624,529,284,844,279,1842,369,2345,422
14000US36081099200,"Census Tract 992, Queens, NY",2735,497,483,143,906,253,813,322,533,164
14000US36081099701,"Census Tract 997.01, Queens, NY",2209,271,318,90,472,195,732,177,687,145
14000US36081099703,"Census Tract 997.03, Queens, NY",3022,407,335,134,754,245,861,216,1072,187
14000US36081099704,"Census Tract 997.04, Queens, NY",6147,1181,787,564,839,250,1974,648,2547,340
14000US36081099705,"Census Tract 997.05, Queens, NY",2129,522,530,202,335,213,793,298,471,185
14000US36081099801,"Census Tract 998.01, Queens, NY",5687,999,1319,406,1029,289,2101,572,1238,435
14000US36081099802,"Census Tract 998.02, Queens, NY",4091,717,1198,635,614,284,1022,314,1257,237
14000US36081099900,"Census Tract 999, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081100801,"Census Tract 1008.01, Queens, NY",1913,665,357,154,506,186,690,322,360,140
14000US36081100803,"Census Tract 1008.03, Queens, NY",2041,541,506,300,412,161,726,254,397,211
14000US36081100804,"Census Tract 1008.04, Queens, NY",3219,520,801,251,726,337,1178,279,514,221
14000US36081101002,"Census Tract 1010.02, Queens, NY",3214,454,564,196,656,425,1145,243,849,266
14000US36081101003,"Census Tract 1010.03, Queens, NY",2135,771,266,190,505,325,781,408,583,193
14000US36081101004,"Census Tract 1010.04, Queens, NY",4690,587,787,294,1022,404,1429,376,1452,296
14000US36081101700,"Census Tract 1017, Queens, NY",4327,544,504,202,949,277,1555,352,1319,316
14000US36081102900,"Census Tract 1029, Queens, NY",2765,416,263,85,617,244,1014,266,871,206
14000US36081103201,"Census Tract 1032.01, Queens, NY",3608,602,1402,377,769,301,1075,243,362,141
14000US36081103202,"Census Tract 1032.02, Queens, NY",3704,779,1208,517,873,305,949,290,674,158
14000US36081103300,"Census Tract 1033, Queens, NY",3369,506,416,106,705,200,1118,276,1130,313
14000US36081103900,"Census Tract 1039, Queens, NY",4748,747,942,364,994,301,1402,241,1410,389
14000US36081104700,"Census Tract 1047, Queens, NY",3746,605,565,193,643,221,1657,480,881,192
14000US36081105900,"Census Tract 1059, Queens, NY",2763,440,339,72,610,151,1091,349,723,159
14000US36081107201,"Census Tract 1072.01, Queens, NY",1605,260,188,80,250,95,769,158,398,151
14000US36081107202,"Census Tract 1072.02, Queens, NY",0,13,0,13,0,13,0,13,0,13
14000US36081108500,"Census Tract 1085, Queens, NY",1778,356,238,104,283,72,736,330,521,130
14000US36081109300,"Census Tract 1093, Queens, NY",2434,586,319,134,518,356,829,203,768,187
14000US36081109700,"Census Tract 1097, Queens, NY",1348,227,257,88,206,66,522,103,363,98
14000US36081109900,"Census Tract 1099, Queens, NY",2270,346,387,83,616,206,692,118,575,303
14000US36081111300,"Census Tract 1113, Queens, NY",1830,293,219,129,497,168,467,131,647,116
14000US36081112300,"Census Tract 1123, Queens, NY",1326,213,323,115,453,124,342,104,208,69
14000US36081112900,"Census Tract 1129, Queens, NY",1576,311,163,60,265,75,731,257,417,91
14000US36081113300,"Census Tract 1133, Queens, NY",1048,213,155,55,285,161,383,114,225,88
14000US36081113900,"Census Tract 1139, Queens, NY",2358,304,347,97,765,214,542,134,704,215
14000US36081114100,"Census Tract 1141, Queens, NY",1876,310,199,79,259,77,849,286,569,126
14000US36081114700,"Census Tract 1147, Queens, NY",1188,167,180,82,183,61,429,81,396,96
14000US36081115100,"Census Tract 1151, Queens, NY",709,138,71,34,84,33,274,85,280,72
